Although ^cs+con+++=Although
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
sometimes ^rb++++=sometimes
unavoidable ^jj+pred+++=unavoidable
to ^to++++=to
perform ^vbi++++=perform
face ^nn++++=face-threatening
- ^zz++++=EXTRAWORD
threatening ^jj+atrb+++=EXTRAWORD
acts ^nns++++=acts,
, ^zz++++=EXTRAWORD
various ^jj+atrb+++=various
strategies ^nns+++??+=strategies
can ^md+pos+++=can
be ^vb+be+aux++=be
employed ^vpsv++agls+xvbnx+=employed
to ^to++++=to
reduce ^vbi++++=reduce
their ^pp$+pp3+++=their
potential ^jj+atrb+++=potential
impact ^nn++++=impact
( ^zz++++=(Cruz,
cruz ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
42 ^cd++++=42).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
Rosulek ^np+++??+=Rosulek
( ^zz++++=(2010,
2010 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
227 ^cd++++=227)
) ^zz++++=EXTRAWORD
observes ^vbz+vprv+++=observes
that ^tht+vcmp+++=that
lawyers ^nns+nom+++=lawyers
often ^rb++++=often
invoke ^vb++++=invoke
the ^ati++++=the
authority ^nn+nom+++=authority
of ^in++++=of
the ^ati++++=the
law ^nn++++=law
or ^cc++++=or
the ^ati++++=the
judge ^vb++++=judge
to ^to+vcmp+++=to
mitigate ^nn+nom+++=mitigate
the ^ati++++=the
face ^nn++++=face-threatening
- ^zz++++=EXTRAWORD
threatening ^jj+atrb+++=EXTRAWORD
nature ^nn++++=nature
of ^in++++=of
their ^pp$+pp3+++=their
statements ^nns+nom+++=statements.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
lawyers ^nns+nom+++=lawyers
may ^md+pos+++=may
refer ^vb++++=refer
to ^in++++=to
judicial ^jj+atrb+++=judicial
instructions ^nns+nom+++=instructions
to ^to+vcmp+++=to
inform ^vbi++++=inform
jurors ^nns++++=jurors
that ^tht+rel+obj++=that
they ^pp3a+pp3+++=they
cannot ^md+pos+not++=cannot
consider ^nn+nom+++=consider
the ^ati++++=the
defendant ^nn+nom+++=defendant
s ^zz++++=s
prior ^jj+atrb+++=prior
bad ^jj+atrb+++=bad
acts ^nns++++=acts
as ^ql++++=as
evidence ^nn+nom+++=evidence
in ^in++++=in
the ^ati++++=the
current ^jj+atrb+++=current
case ^nn++++=case.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
statement ^nn+nom+++=statement,
, ^zz++++=EXTRAWORD
As ^in++++=As
the ^ati++++=the
Court ^nn++++=Court
has ^vbz+hvz+aux++=has
instructed ^vprf+++xvbnx+=instructed
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=should
not ^xnot++not++=not
simply ^rb++++=simply
conclude ^vb+vprv+++=conclude
the ^ati++++=the
defendant ^nn+nom+++=defendant
s ^zz++++=s
a ^at++++=a
bad ^jj+atrb+++=bad
person ^nn++++=person
and ^cc+cls+++=and
therefore ^rb+cnj+++=therefore
should ^md+nec+++=should
be ^vb+be+aux++=be
convicted ^vpsv++agls+xvbnx+=convicted
of ^in++++=of
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
Rosulek ^np+++??+=Rosulek
notes ^vb++++=notes
that ^tht+vcmp+obj++=that
the ^ati++++=the
judge ^nn++++=judge
possesses ^nns+nom+++=possesses
greater ^jjr+atrb+++=greater
authority ^nn+nom+++=authority
to ^to+ncmp+++=to
issue ^vb++++=issue
requests ^nns++++=requests
or ^cc++++=or
directives ^nns++++=directives
to ^in++++=to
the ^ati++++=the
jurors ^nns++++=jurors.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
lawyer ^nn++++=lawyer
were ^vbd+bed+aux++=were
to ^to++++=to
make ^vbi++++=make
a ^at++++=a
direct ^nn++++=direct
demand ^vb++++=demand
or ^cc++++=or
accusation ^nn+nom+++=accusation,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
could ^md+pos+++=could
potentially ^rb++splt++=potentially
harm ^vb++++=harm
the ^ati++++=the
relationship ^nn+nom+++=relationship
with ^in++++=with
the ^ati++++=the
jurors ^nns++++=jurors.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
by ^in++++=by
attributing ^j++++=attributing
the ^ati++++=the
instruction ^nn+nom+++=instruction
to ^to+vcmp+++=to
the ^ati++++=the
judge ^nn++++=judge,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lawyer ^nn++++=lawyer
reduces ^vbz++++=reduces
the ^ati++++=the
risk ^nn++++=risk
of ^in++++=of
negative ^jj+atrb+++=negative
interpersonal ^nn+nom+++=interpersonal
consequences ^nns+nom+++=consequences.
. ^zz++++=EXTRAWORD
Tkacukov ^np+++??+=Tkacukov
( ^zz++++=(2010,
2010 ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
343 ^cd++++=343)
) ^zz++++=EXTRAWORD
also ^rb++++=also
provides ^vbz+vsua+++=provides
an ^at++++=an
example ^nn++++=example
involving ^vwbg+++xvbg+=involving
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
politeness ^nns+nom+++=politeness
strategies ^nns+++??+=strategies
during ^in++++=during
cross ^jj++++=cross-examination,
- ^zz++++=EXTRAWORD
examination ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
she ^pp3a+pp3+++=she
analyzes ^nns++++=analyzes
