According ^in+cmpx+++=According
to ^in++++=to
Adorno ^np+++??+=Adorno
and ^cc++++=and
Horkheimer ^np+nom++??+=Horkheimer
( ^zz++++=(1985),
1985 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
drive ^nn++++=drive
for ^in++++=for
self ^nn++++=self-preservation
- ^zz++++=EXTRAWORD
preservation ^nn+nom+++=EXTRAWORD
constitutes ^vbz++++=constitutes
the ^ati++++=the
archaic ^jj+atrb+++=archaic
basis ^nn++++=basis
of ^in++++=of
mimetic ^jj+atrb+++=mimetic
behavior ^nn++++=behavior.
. ^zz++++=EXTRAWORD
In ^in++++=In
early ^jj+atrb+++=early
human ^jj+atrb+++=human
societies ^nns++++=societies,
, ^zz++++=EXTRAWORD
mimesis ^nns+++??+=mimesis
functioned ^vbd+++xvbn+=functioned
as ^in++++=as
a ^at++++=a
mechanism ^nn+nom+++=mechanism
to ^to++++=to
mitigate ^nn+nom+++=mitigate
fear ^vb++++=fear
of ^in++++=of
the ^ati++++=the
unfamiliar ^jj++++=unfamiliar,
, ^zz++++=EXTRAWORD
the ^ati++++=the
unknown ^jj++++=unknown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
potentially ^rb++++=potentially
threatening ^jj++++=threatening;
; ^zz++++=EXTRAWORD
through ^in++++=through
imitation ^nn+nom+++=imitation
or ^cc++++=or
enactment ^nn+nom+++=enactment,
, ^zz++++=EXTRAWORD
individuals ^nns+nom+++=individuals
reduced ^vwbn+++xvbn+=reduced
the ^ati++++=the
perceived ^jj+atrb++xvbn+=perceived
difference ^nn+nom+++=difference
between ^in++++=between
themselves ^ppls+pp3+++=themselves
and ^cc++++=and
the ^ati++++=the
source ^nn++++=source
of ^in++++=of
their ^pp$+pp3+++=their
fear ^nn++++=fear.
. ^zz++++=EXTRAWORD
Practices ^nns++++=Practices
such ^abl++++=such
as ^ql++++=as
mythology ^nn++++=mythology,
, ^zz++++=EXTRAWORD
magical ^jj+atrb+++=magical
rituals ^nns+nom+++=rituals,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dances ^vbz++++=dances
served ^vbd+++xvbn+=served
as ^ql++++=as
means ^nns++++=means
to ^to++++=to
assimilate ^nn+nom+++=assimilate
the ^ati++++=the
unknown ^jj++++=unknown,
, ^zz++++=EXTRAWORD
rendering ^nn++++=rendering
it ^pp3+it+++=it
less ^ql++++=less
intimidating ^jj+++xvbg+=intimidating
by ^in++++=by
incorporating ^xvbg+++xvbg+=incorporating
it ^pp3+it+++=it
into ^in++++=into
various ^jj+atrb+++=various
forms ^nns++++=forms
of ^in++++=of
symbolic ^jj+atrb+++=symbolic
expression ^nn++++=expression
( ^zz++++=(Gagnebin,
gagnebin ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1993 ^cd+date+++=1993).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
