Data ^nns++++=Data
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
in ^in++++=in
two ^cd++++=two
stages ^nns++++=stages.
. ^zz++++=EXTRAWORD
Initially ^rb+cnj+++=Initially,
, ^zz++++=EXTRAWORD
a ^at++++=a
pilot ^nn++++=pilot
sample ^nn++++=sample
of ^in++++=of
45 ^cd++++=45
adolescents ^nns++++=adolescents
( ^zz++++=(mean
mean ^jj+atrb+++=EXTRAWORD
age ^nn++++=age
= ^zz++++==
16 ^cd++++=16
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Sd ^np+++??+=SD
= ^zz++++==
2 ^zz++++=2)
) ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
recruited ^vpsv++agls+xvbnx+=recruited
to ^to++++=to
participate ^nn+nom+++=participate
in ^in++++=in
the ^ati++++=the
online ^nn+++??+=online
study ^nn++++=study
through ^in++++=through
social ^jj+atrb+++=social
media ^nns++++=media
and ^cc++++=and
Whatsapp ^np+++??+=WhatsApp
contacts ^nns++++=contacts.
. ^zz++++=EXTRAWORD
Following ^jj+atrb++xvbg+=Following
approval ^nn+nom+++=approval
from ^in++++=from
the ^ati++++=the
Research ^nn++++=Research
Ethics ^nn++++=Ethics
Committee ^nn+nom+++=Committee
of ^in++++=of
the ^ati++++=the
Federal ^jj+atrb+++=Federal
University ^nn+nom+++=University
of ^in++++=of
S ^zz++++=S
o ^zz++++=o
Paulo ^np+++??+=Paulo
( ^zz++++=(No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
4.526.802 ^cd++++=4.526.802),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
authors ^nns++++=authors
developed ^vbd+++xvbn+=developed
an ^at++++=an
online ^nn+++??+=online
survey ^vb++++=survey
using ^vbg+++xvbg+=using
Google ^np+++??+=Google
Forms ^nns++++=Forms.
. ^zz++++=EXTRAWORD
The ^ati++++=The
survey ^nn++++=survey
began ^vbd+++xvbn+=began
with ^in++++=with
information ^nn+nom+++=information
outlining ^vwbg+++xvbg+=outlining
the ^ati++++=the
study ^nn++++=study
s ^zz++++=s
purpose ^nn++++=purpose
and ^cc++++=and
requirements ^nns+nom+++=requirements,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
an ^at++++=an
informed ^jj+atrb++xvbn+=informed
consent ^nn++++=consent
form ^nn++++=form;
; ^zz++++=EXTRAWORD
only ^rb+down+++=only
participants ^nns+nom+++=participants
who ^whp+rel+subj++=who
provided ^vbd+vsua++xvbn+=provided
informed ^vbd+vpub+tht0+xvbn+=informed
consent ^nn++++=consent
were ^vbd+bed+vrb++=were
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
proceed ^vb++++=proceed
with ^in++++=with
the ^ati++++=the
survey ^nn++++=survey.
. ^zz++++=EXTRAWORD
Eligibility ^nn+nom+++=Eligibility
criteria ^nns++++=criteria
included ^vbd+++xvbn+=included
being ^vbg+beg++xvbg+=being
between ^in++++=between
12 ^cd++++=12
and ^cc++++=and
18 ^cd++++=18
years ^nns++++=years
of ^in++++=of
age ^nn++++=age
and ^cc++++=and
having ^vbg+hvg++xvbg+=having
an ^at++++=an
account ^nn++++=account
on ^in++++=on
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
social ^jj+atrb+++=social
network ^nn++++=network.
. ^zz++++=EXTRAWORD
Both ^abx++++=Both
the ^ati++++=the
pilot ^nn++++=pilot
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
45 ^cd++++=45)
) ^zz++++=EXTRAWORD
and ^cc++++=and
final ^jj++++=final
( ^zz++++=(n
n ^zz++++=EXTRAWORD
= ^zz++++==
261 ^cd++++=261)
) ^zz++++=EXTRAWORD
versions ^nns++++=versions
of ^in++++=of
the ^ati++++=the
study ^nn++++=study
were ^vbd+bed+aux++=were
conducted ^vpsv++agls+xvbnx+=conducted
in ^in++++=in
accordance ^nn+nom+++=accordance
with ^in"++++=with
the ^ati++++=the
Declaration ^nn+nom+++=Declaration
of ^in++++=of
Helsinki ^np+++??+=Helsinki,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
outlines ^vbz++++=outlines
ethical ^jj+atrb+++=ethical
principles ^nns++++=principles
for ^in++++=for
medical ^jj+atrb+++=medical
research ^nn++++=research
involving ^jj+atrb+++=involving
human ^jj+atrb+++=human
subjects ^nns++++=subjects.
. ^zz++++=EXTRAWORD
