A ^at++++=A
central ^jj+atrb+++=central
concept ^nn++++=concept
in ^in++++=in
conversation ^nn+nom+++=conversation
analysis ^nn++++=analysis
is ^vbz+bez+vrb++=is
the ^ati++++=the
sequential ^jj+atrb+++=sequential
unit ^nn++++=unit
known ^vbd+vprv++xvbn+=known
as ^ql++++=as
the ^ati++++=the
adjacency ^nn+++??+=adjacency
pair ^nn++++=pair.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
concept ^nn++++=concept
posits ^nns+++??+=posits
that ^tht+rel+++=that
conversational ^jj+atrb+++=conversational
turns ^nns++++=turns
are ^vb+ber+aux++=are
organized ^vpsv++agls+xvbnx+=organized
in ^in++++=in
pairs ^nns++++=pairs,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
initial ^jj+atrb+++=initial
turn ^nn++++=turn,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
first ^rb++++=first
pair ^nn++++=pair-part,
- ^zz++++=EXTRAWORD
part ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
establishing ^vbg+++xvbg+=establishing
expectations ^nns+nom+++=expectations
that ^tht+ncmp+obj++=that
constrain ^nn+++??+=constrain
the ^ati++++=the
range ^nn++++=range
of ^in++++=of
appropriate ^jj+atrb+++=appropriate
responses ^nns++++=responses
in ^in++++=in
the ^ati++++=the
subsequent ^jj+atrb+++=subsequent
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
As ^in++++=As
described ^nn++++=described
by ^in++++=by
Sacks ^nns++++=Sacks
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(1974,
1974 ^cd+date+++=EXTRAWORD
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
716 ^cd++++=716),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
adjacency ^nn+++??+=adjacency
pairs ^nns++++=pairs
encompass ^nns+++??+=encompass
sequences ^nns+nom+++=sequences
such ^abl++++=such
as ^in++++=as
" ^zz++++="greeting-greeting"
greeting ^nvbg+++xvbg+=EXTRAWORD
- ^zz++++=EXTRAWORD
greeting ^nvbg+++xvbg+=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="invitation-acceptance/decline,"
invitation ^nn+nom+++=EXTRAWORD
- ^zz++++=EXTRAWORD
acceptance ^nn+nom+++=EXTRAWORD
among ^in++++=among
others ^aps++++=others.
. ^zz++++=EXTRAWORD
The ^ati++++=The
initial ^jj+atrb+++=initial
utterance ^nn+nom+++=utterance
in ^in++++=in
such ^abl++++=such
a ^at++++=a
sequence ^nn+nom+++=sequence
is ^vbz+bez+aux++=is
referred ^vpsv++agls+xvbnx+=referred
to ^in++++=to
as ^ql++++=as
the ^ati++++=the
" ^zz++++="first
first ^rb++++=EXTRAWORD
pair ^nn++++=pair-part,"
- ^zz++++=EXTRAWORD
part ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
which ^whp+who+++=which
functions ^nns+nom+++=functions
to ^in++++=to
project ^nn++++=project
and ^cc++++=and
delimit ^vb++++=delimit
the ^ati++++=the
possible ^jj+atrb+++=possible
forms ^nns++++=forms
of ^in++++=of
the ^ati++++=the
second ^od++++=second
pair ^nn++++=pair-part
- ^zz++++=EXTRAWORD
part ^nn++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
interaction ^nn+nom+++=interaction.
. ^zz++++=EXTRAWORD
