The ^ati++++=The
existing ^jj+atrb++xvbg+=existing
literature ^nn++++=literature
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
workers ^nns+nom+++=workers
in ^in++++=in
occupations ^nns+nom+++=occupations
that ^tht+rel+subj++=that
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
performed ^vpsv++agls+xvbnx+=performed
remotely ^rb++++=remotely
face ^nn++++=face
higher ^jjr+atrb+++=higher
probabilities ^nns+nom+++=probabilities
of ^in++++=of
reduced ^vbd+++xvbn+=reduced
working ^jj+atrb++xvbg+=working
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
decreased ^jj+atrb++xvbn+=decreased
earnings ^nns++++=earnings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
job ^nn++++=job
losses ^nns++++=losses.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
the ^ati++++=the
literature ^nn++++=literature
identifies ^vbz++++=identifies
significant ^jj+atrb+++=significant
disparities ^nns+nom+++=disparities
in ^in++++=in
the ^ati++++=the
likelihood ^nn+nom+++=likelihood
of ^in++++=of
engaging ^nn++++=engaging
in ^in++++=in
remote ^jj+atrb+++=remote
work ^nn++++=work
across ^in+pl+++=across
different ^jj+atrb+++=different
groups ^nns++++=groups
of ^in++++=of
workers ^nns+nom+++=workers.
. ^zz++++=EXTRAWORD
