The ^ati++++=The
majority ^nn+nom+++=majority
of ^in++++=of
respondents ^nns++++=respondents
( ^zz++++=(91.4%)
91.4 ^cd++++=EXTRAWORD
% ^zz++++=EXTRAWORD
) ^zz++++=EXTRAWORD
selected ^jj+++xvbn+=selected
a ^at++++=a
positive ^jj+atrb+++=positive
term ^nn++++=term
to ^to++++=to
describe ^vbi++++=describe
their ^pp$+pp3+++=their
perception ^nn+nom+++=perception
of ^in++++=of
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
with ^in++++=with
" ^zz++++="knowledge"
knowledge ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
the ^ati++++=the
most ^ql+emph+++=most
frequently ^rb++++=frequently
chosen ^vbd+++xvbn+=chosen
( ^zz++++=(44.0%),
44.0% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
" ^zz++++="progress"
progress ^nns+nom+++=EXTRAWORD
" ^zz++++=EXTRAWORD
( ^zz++++=(28.7%).
28.7% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
higher ^jjr+atrb+++=higher
proportion ^nn+nom+++=proportion
of ^in++++=of
positive ^jj+atrb+++=positive
perceptions ^nns+nom+++=perceptions
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
among ^in++++=among
male ^jj+atrb+++=male
respondents ^nns++++=respondents
( ^zz++++=(94.2%),
94.2% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
students ^nns++++=students
attending ^vwbg+++xvbg+=attending
private ^jj+atrb+++=private
schools ^nns++++=schools
( ^zz++++=(94.5%),
94.5% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
those ^dt+dem+++=those
enrolled ^jj+++xvbn+=enrolled
in ^in++++=in
high ^jj+atrb+++=high
school ^nn++++=school
( ^zz++++=(92.0%),
92.0% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
individuals ^nns+nom+++=individuals
with ^in++++=with
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
parent ^nn++++=parent
holding ^nn++++=holding
a ^at++++=a
university ^nn+nom+++=university
degree ^nn++++=degree
( ^zz++++=(92.8%).
92.8% ^cd++++=EXTRAWORD
). ^nn++++=EXTRAWORD
