A ^at++++=A
new ^jj+atrb+++=new
body ^nn++++=body
of ^in++++=of
theoretical ^jj+atrb+++=theoretical
literature ^nn++++=literature
has ^vbz+hvz+aux++=has
emerged ^vprf+++xvbnx+=emerged
within ^in++++=within
the ^ati++++=the
mainstream ^nn++++=mainstream
that ^tht+rel+subj++=that
supports ^vbz++++=supports
the ^ati++++=the
relevance ^nn+nom+++=relevance
of ^in++++=of
capital ^nn++++=capital
controls ^nns++++=controls.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
literature ^nn++++=literature
addresses ^nns+nom+++=addresses
the ^ati++++=the
limitations ^nns+nom+++=limitations
of ^in++++=of
orthodox ^jj+atrb+++=orthodox
models ^nns++++=models
that ^tht+rel+obj++=that
advocate ^nn+nom+++=advocate
for ^in++++=for
complete ^jj+atrb+++=complete
capital ^nn++++=capital
account ^nn++++=account
liberalization ^nn+nom+++=liberalization
and ^cc++++=and
incorporates ^nns+nom+++=incorporates
empirical ^jj+atrb+++=empirical
evidence ^nn+nom+++=evidence
demonstrating ^vwbg+++xvbg+=demonstrating
the ^ati++++=the
effectiveness ^nns+nom+++=effectiveness
of ^in++++=of
capital ^nn++++=capital
controls ^nns++++=controls
and ^cc++++=and
macroprudential ^jj+atrb+++=macroprudential
policies ^nns++++=policies
implemented ^vwbn+++xvbn+=implemented
by ^in++++=by
various ^jj+atrb+++=various
countries ^nns++++=countries
under ^in++++=under
different ^jj+atrb+++=different
conditions ^nns+nom+++=conditions.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
article ^nn++++=article
contends ^vbz+vpub+++=contends
that ^tht+vcmp+++=that
these ^dt+dem+++=these
revised ^jj+atrb++xvbn+=revised
orthodox ^jj+atrb+++=orthodox
models ^nns++++=models
are ^vb+ber+vrb++=are
ex ^np++++=ex-post
- ^zz++++=EXTRAWORD
post ^nn++++=EXTRAWORD
constructions ^nns+nom+++=constructions,
, ^zz++++=EXTRAWORD
as ^ql++++=as
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
informed ^vpsv++by+xvbnx+=informed
by ^in++++=by
empirical ^jj+atrb+++=empirical
findings ^nns++++=findings
on ^in++++=on
the ^ati++++=the
efficacy ^nn+nom+++=efficacy
of ^in++++=of
capital ^nn++++=capital
controls ^nns++++=controls.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
development ^nn+nom+++=development
represents ^vbz++++=represents
a ^at++++=a
significant ^jj+atrb+++=significant
shift ^nn++++=shift
within ^in++++=within
the ^ati++++=the
mainstream ^nn++++=mainstream,
, ^zz++++=EXTRAWORD
given ^vpbn+v++xvbn+=given
the ^ati++++=the
substantial ^jj+atrb+++=substantial
impact ^nn++++=impact
that ^tht+rel+++=that
theoretical ^jj+atrb+++=theoretical
modeling ^nn+nom+++=modeling
has ^vbz+hvz+vrb++=has
on ^in++++=on
the ^ati++++=the
formulation ^nn+nom+++=formulation
of ^in++++=of
future ^jjb+atrb+++=future
economic ^jj+atrb+++=economic
policies ^nns++++=policies.
. ^zz++++=EXTRAWORD
