Data ^nns++++=Data
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
and ^cc+phrs+++=and
verified ^vbd+vpub++xvbn+=verified
using ^jj+++xvbg+=using
additional ^jj+atrb+++=additional
bibliographical ^jj+atrb+++=bibliographical
sources ^nns++++=sources,
, ^zz++++=EXTRAWORD
including ^in++++=including
Galati ^np+++??+=Galati
Eab ^np+++??+=EAB
( ^zz++++=(2018),
2018 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
provides ^vbz+vsua+++=provides
detailed ^jj+atrb+++=detailed
information ^nn+nom+++=information
on ^in++++=on
the ^ati++++=the
classification ^nn+nom+++=classification,
, ^zz++++=EXTRAWORD
morphology ^nn++++=morphology,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
terminology ^nn++++=terminology
of ^in++++=of
adult ^jj+atrb+++=adult
Phlebotominae ^np+++??+=Phlebotominae,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
identification ^nn+nom+++=identification
of ^in++++=of
American ^jj+atrb+++=American
taxa ^nn+++??+=taxa
( ^zz++++=(In:
in ^in+strn+++=EXTRAWORD
: ^zz++++=EXTRAWORD
Rangel ^np+++??+=Rangel
Ef ^np+++??+=EF,
, ^zz++++=EXTRAWORD
Shaw ^np++++=Shaw
Jj ^zz++++=JJ,
, ^zz++++=EXTRAWORD
eds ^nns+++??+=eds.
. ^zz++++=EXTRAWORD
Brazilian ^jj+atrb+++=Brazilian
Sand ^nn++++=Sand
Flies ^nns++++=Flies:
: ^zz++++=EXTRAWORD
Biology ^nn++++=Biology,
, ^zz++++=EXTRAWORD
Taxonomy ^np+++??+=Taxonomy,
, ^zz++++=EXTRAWORD
Medical ^jj+atrb+++=Medical
Importance ^nn+nom+++=Importance
And ^cc++++=and
Control ^nn++++=Control.
 ^zz++++=EXTRAWORD
Cham ^np++++=Cham:
 ^zz++++=EXTRAWORD
Springer ^np+nom+++=Springer
International ^jj+atrb+++=International
Publishing ^nn++++=Publishing).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
