A ^at++++=A
reduced ^jj+++xvbn+=reduced,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
unexpected ^jj++++=unexpected,
, ^zz++++=EXTRAWORD
effect ^nn++++=effect
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
for ^in++++=for
private ^jj+atrb+++=private
sector ^nn++++=sector
workers ^nns+nom+++=workers
with ^in++++=with
a ^at++++=a
formal ^jj+atrb+++=formal
contract ^nn++++=contract,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
were ^vbd+bed+vrb++=were
0.98 ^nn+++??+=0.98
percentage ^nn+nom+++=percentage
points ^nns++++=points
less ^rbr++++=less
likely ^jj++++=likely
to ^to+jcmp+++=to
engage ^vbi++++=engage
in ^in++++=in
remote ^nn++++=remote
work ^vb++++=work
compared ^vbd+++xvbn+=compared
to ^in++++=to
the ^ati++++=the
reference ^nn+nom+++=reference
group ^nn++++=group
of ^in++++=of
private ^jj+atrb+++=private
sector ^nn++++=sector
workers ^nns+nom+++=workers
without ^in++++=without
a ^at++++=a
formal ^jj+atrb+++=formal
contract ^nn++++=contract.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
negative ^jj+atrb+++=negative
association ^nn+nom+++=association
emerges ^vbz++++=emerges
when ^wrb+who+++=when
fixed ^xvbn+++xvbn+=fixed
effects ^nns++++=effects
for ^in++++=for
types ^nns++++=types
of ^in++++=of
work ^nn++++=work
are ^vb+ber+aux++=are
included ^vpsv++agls+xvbnx+=included,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
the ^ati++++=the
higher ^jjr+atrb+++=higher
probability ^nn+nom+++=probability
of ^in++++=of
remote ^jj+atrb+++=remote
work ^nn++++=work
among ^in++++=among
formal ^jj+atrb+++=formal
employees ^nns+nom+++=employees
is ^vbz+bez+vrb++=is
partly ^rb+down+++=partly
attributable ^jj+pred+++=attributable
to ^in++++=to
a ^at++++=a
composition ^nn+nom+++=composition
effect ^nn++++=effect.
. ^zz++++=EXTRAWORD
The ^ati++++=The
existing ^jj+atrb++xvbg+=existing
literature ^nn++++=literature
on ^in++++=on
labor ^nn++++=labor
market ^nn++++=market
informality ^nn+nom+++=informality
during ^in++++=during
the ^ati++++=the
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
pandemic ^jj+atrb+++=pandemic
highlights ^nns++++=highlights
that ^tht+rel+++=that
informal ^jj+atrb+++=informal
jobs ^nns++++=jobs
are ^vb+ber+vrb++=are
generally ^rb+down+++=generally
more ^rbr++++=more
vulnerable ^jj++++=vulnerable,
, ^zz++++=EXTRAWORD
with ^in++++=with
relatively ^rb++++=relatively
greater ^jjr+atrb+++=greater
losses ^nns++++=losses
occurring ^vwbg+++xvbg+=occurring
in ^in++++=in
the ^ati++++=the
informal ^jj+atrb+++=informal
sector ^nn++++=sector
