A ^at++++=A
fundamental ^jj+atrb+++=fundamental
aspect ^nn++++=aspect
of ^in++++=of
mutualisms ^nns+nom+++=mutualisms
is ^vbz+bez+vrb++=is
that ^dt+dem+++=that
partner ^nn++++=partner
species ^nns++++=species
often ^rb++++=often
include ^vb++++=include
individuals ^nns+nom+++=individuals
that ^tht+rel+subj++=that
exploit ^vb++++=exploit
the ^ati++++=the
resources ^nns++++=resources
and ^cc++++=and
services ^nns++++=services
provided ^vwbn+vsua++xvbn+=provided
by ^in++++=by
the ^ati++++=the
interaction ^nn+nom+++=interaction
without ^in++++=without
reciprocating ^xvbg+++xvbg+=reciprocating
any ^dti++++=any
benefits ^nns++++=benefits
to ^in++++=to
the ^ati++++=the
other ^ap++++=other
participant ^nn+nom+++=participant.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
the ^ati++++=the
influence ^nn+nom+++=influence
of ^in++++=of
these ^dt+dem+++=these
cheaters ^nns+nom+++=cheaters
on ^in++++=on
the ^ati++++=the
evolutionary ^jj+atrb+++=evolutionary
dynamics ^nn++++=dynamics
of ^in++++=of
mutualisms ^nns+nom+++=mutualisms
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
recognized ^vpsv++agls+xvbnx+=recognized,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
broader ^jjr+atrb+++=broader
effects ^nns++++=effects
at ^in++++=at
the ^ati++++=the
community ^nn+nom+++=community
level ^nn++++=level,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
beyond ^in++++=beyond
the ^ati++++=the
directly ^rb++++=directly
interacting ^jj+atrb+++=interacting
species ^nn++++=species,
, ^zz++++=EXTRAWORD
remain ^vb++++=remain
insufficiently ^rb++++=insufficiently
understood ^vbd+vprv++xvbn+=understood.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
that ^dt+dem+++=that
mutualisms ^nns+nom+++=mutualisms
typically ^rb++++=typically
form ^nn++++=form
networks ^nns++++=networks
involving ^vwbg+++xvbg+=involving
dozens ^cds++++=dozens
to ^to++++=to
hundreds ^cds++++=hundreds
of ^in++++=of
species ^nns++++=species
at ^rb++++=at
a ^at++++=a
single ^jj+atrb+++=single
site ^nn++++=site,
, ^zz++++=EXTRAWORD
indirect ^jj+atrb+++=indirect
effects ^nns++++=effects
generated ^vwbn+++xvbn+=generated
by ^in++++=by
cheaters ^nns+nom+++=cheaters
may ^md+pos+++=may
propagate ^nn+nom+++=propagate
throughout ^in++++=throughout
the ^ati++++=the
community ^nn+nom+++=community,
, ^zz++++=EXTRAWORD
potentially ^rb++++=potentially
altering ^jj+atrb++xvbg+=altering
trait ^nn++++=trait
evolution ^nn+nom+++=evolution.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
investigate ^nn+nom+++=investigate
how ^wrb+who+++=how
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
cheating ^xvbg+++xvbg+=cheating
interactions ^nns+nom+++=interactions
affects ^vbz++++=affects
coevolution ^nn+nom+++=coevolution
within ^in++++=within
mutualistic ^jj+atrb+++=mutualistic
networks ^nns++++=networks.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
integrate ^nn+nom+++=integrate
a ^at++++=a
coevolutionary ^nn+nom+++=coevolutionary
model ^nn++++=model,
, ^zz++++=EXTRAWORD
empirical ^jj+atrb+++=empirical
data ^nns++++=data
from ^in++++=from
animal ^nn++++=animal-plant
- ^zz++++=EXTRAWORD
plant ^nn++++=EXTRAWORD
mutualistic ^nn++++=mutualistic
networks ^nns++++=networks,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
numerical ^jj+atrb+++=numerical
simulations ^nns+nom+++=simulations
to ^to++++=to
demonstrate ^nn+nom+++=demonstrate
that ^tht+vcmp+++=that
a ^at++++=a
higher ^jjr+atrb+++=higher
frequency ^nn++++=frequency
of ^in++++=of
cheating ^xvbg+++xvbg+=cheating
interactions ^nns+nom+++=interactions
promotes ^vbz++++=promotes
the ^ati++++=the
formation ^nn+nom+++=formation
of ^in++++=of
groups ^nns++++=groups
of ^in++++=of
species ^nns++++=species
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
phenotypically ^rb++++=phenotypically
similar ^jj+pred+++=similar
within ^in++++=within
groups ^nns++++=groups
but ^cc++++=but
distinct ^jj++++=distinct
from ^in++++=from
other ^ap++++=other
groups ^nns++++=groups,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
increasing ^jj+atrb++xvbg+=increasing
trait ^nn++++=trait
disparity ^nn+nom+++=disparity.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
clustered ^jj+atrb++xvbn+=clustered
trait ^nn++++=trait
patterns ^nns++++=patterns
subsequently ^rb+tm+++=subsequently
alter ^vb++++=alter
interaction ^nn+nom+++=interaction
patterns ^nns++++=patterns
in ^in++++=in
simulated ^jj+atrb++xvbn+=simulated
networks ^nns++++=networks,
, ^zz++++=EXTRAWORD
facilitating ^vbg+++xvbg+=facilitating
the ^ati++++=the
emergence ^nn+nom+++=emergence
of ^in++++=of
modules ^nns+++??+=modules
of ^in++++=of
interacting ^jj+atrb+++=interacting
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Our ^pp$+pp1+++=Our
results ^nns++++=results
suggest ^vb+vpub+++=suggest
that ^tht+vcmp+++=that
cheaters ^nns+nom+++=cheaters
in ^in++++=in
mutualisms ^nns+nom+++=mutualisms
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
formation ^nn+nom+++=formation
of ^in++++=of
phenotypic ^jj+atrb+++=phenotypic
clusters ^nns+nom+++=clusters,
, ^zz++++=EXTRAWORD
counteracting ^jj++++=counteracting
the ^ati++++=the
selection ^nn+nom+++=selection
for ^in++++=for
convergence ^nn+nom+++=convergence
typically ^rb++++=typically
imposed ^vpsv++by+xvbn+=imposed
by ^in++++=by
mutualistic ^jj+atrb+++=mutualistic
interactions ^nns+nom+++=interactions
and ^cc++++=and
promoting ^vbg+++xvbg+=promoting
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
modular ^jj+atrb+++=modular
structures ^nns++++=structures
within ^in++++=within
mutualistic ^jj+atrb+++=mutualistic
networks ^nns++++=networks.
. ^zz++++=EXTRAWORD
