The ^ati++++=The
Usr ^np+++??+=USR
experience ^nn+nom+++=experience
provides ^vbz+vsua+++=provides
a ^at++++=a
valuable ^jj+atrb+++=valuable
opportunity ^nn+nom+++=opportunity
to ^to+ncmp+++=to
facilitate ^nn+nom+++=facilitate
the ^ati++++=the
understanding ^jj+++xvbg+=understanding
of ^in++++=of
metaphysical ^jj+atrb+++=metaphysical
concepts ^nns++++=concepts
by ^in++++=by
enabling ^xvbg+++xvbg+=enabling
their ^pp$+pp3+++=their
visualization ^nn+nom+++=visualization
through ^in++++=through
concrete ^jj+atrb+++=concrete
actions ^nns+nom+++=actions.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
particularly ^rb++++=particularly
significant ^jj+pred+++=significant
from ^in++++=from
an ^at++++=an
educational ^jj+atrb+++=educational
perspective ^nn++++=perspective,
, ^zz++++=EXTRAWORD
as ^ql++++=as
moral ^jj+atrb+++=moral
concepts ^nns++++=concepts,
, ^zz++++=EXTRAWORD
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
their ^pp$+pp3+++=their
metaphysical ^jj+atrb+++=metaphysical
nature ^nn++++=nature,
, ^zz++++=EXTRAWORD
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
objectively ^rb++splt++=objectively
known ^vpsv++agls+xvbnx+=known
( ^zz++++=(Lavelle,
lavelle ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
presents ^vbz++++=presents
considerable ^jj++++=considerable
challenges ^vbz++++=challenges
for ^in++++=for
researchers ^nns+nom+++=researchers
in ^in++++=in
training ^nn++++=training.
. ^zz++++=EXTRAWORD
Accordingly ^rb+cnj+++=Accordingly,
, ^zz++++=EXTRAWORD
Usr ^np+++??+=USR
aligns ^nns+++??+=aligns
with ^in++++=with
what ^wdt+who+++=what
Benjamin ^np+++??+=Benjamin
described ^vbd+++xvbn+=described
as ^ql++++=as
the ^ati++++=the
" ^zz++++="experience
experience ^nn+nom+++=EXTRAWORD
of ^in++++=of
thought ^nn+++xvbn+=thought,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
wherein ^wrb+who+++=wherein
the ^ati++++=the
visualization ^nn+nom+++=visualization
of ^in++++=of
meaningful ^jj+atrb+++=meaningful
images ^nns++++=images
supports ^nns++++=supports
conceptual ^jj+atrb+++=conceptual
understanding ^nvbg+++xvbg+=understanding.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Usr ^np+++??+=USR
experience ^nn+nom+++=experience
enables ^vbz++++=enables
novice ^nn++++=novice
researchers ^nns+nom+++=researchers
to ^to++++=to
observe ^vbi+vprv+++=observe
moral ^jj+atrb+++=moral
behaviors ^nns++++=behaviors
and ^cc++++=and
develop ^vb++++=develop
mental ^jj+atrb+++=mental
representations ^nns+nom+++=representations
of ^in++++=of
the ^ati++++=the
application ^nn+nom+++=application
of ^in++++=of
ethical ^jj+atrb+++=ethical
concepts ^nns++++=concepts
in ^in++++=in
practical ^jj+atrb+++=practical
contexts ^nns++++=contexts,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
responding ^vbg+++xvbg+=responding
to ^in++++=to
specific ^jj+atrb+++=specific
ethical ^jj+atrb+++=ethical
dilemmas ^nns++++=dilemmas.
. ^zz++++=EXTRAWORD
