The ^ati++++=The
scientific ^jj+atrb+++=scientific
and ^cc+phrs+++=and
technical ^jj+atrb+++=technical
literature ^nn++++=literature
addressing ^vwbg+++xvbg+=addressing
the ^ati++++=the
impacts ^nns+++??+=impacts
of ^in++++=of
Covid ^np+++??+=Covid-19
- ^zz++++=EXTRAWORD
19 ^cd++++=EXTRAWORD
in ^in++++=in
Brazil ^np++++=Brazil
expanded ^vbd+++xvbn+=expanded
rapidly ^rb++++=rapidly
in ^in++++=in
late ^jj++++=late
2020 ^cd++++=2020
and ^cc++++=and
early ^jj++++=early
2021 ^cd++++=2021,
, ^zz++++=EXTRAWORD
encompassing ^jj+++xvbg+=encompassing
a ^at++++=a
range ^nn++++=range
of ^in++++=of
perspectives ^nns++++=perspectives.
. ^zz++++=EXTRAWORD
Among ^in++++=Among
the ^ati++++=the
initial ^jj+atrb+++=initial
studies ^nns++++=studies
relevant ^jj++++=relevant
to ^in++++=to
the ^ati++++=the
objective ^nn++++=objective
of ^in++++=of
this ^dt+dem+++=this
analysis ^nn++++=analysis,
, ^zz++++=EXTRAWORD
Mattei ^np+++??+=Mattei
and ^cc++++=and
Heinen ^np+++??+=Heinen
( ^zz++++=(2020)
2020 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
utilized ^vbd+++xvbn+=utilized
data ^nns++++=data
from ^in++++=from
February ^nr+nom+++=February
to ^in++++=to
April ^nr++++=April
2020 ^cd++++=2020
and ^cc++++=and
found ^vprf+++xvbn+=found
that ^tht+vcmp+++=that
the ^ati++++=the
first ^od++++=first
individuals ^nns+nom+++=individuals
to ^to++++=to
lose ^vbi++++=lose
their ^pp$+pp3+++=their
jobs ^nns++++=jobs
or ^cc+cls+++=or
whose ^whp+who+++=whose
employment ^nn+nom+++=employment
became ^vbd+++xvbn+=became
unviable ^jj++++=unviable
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
the ^ati++++=the
pandemic ^nn++++=pandemic
were ^vbd+bed+vrb++=were
the ^ati++++=the
underemployed ^jj++++=underemployed,
, ^zz++++=EXTRAWORD
typically ^rb++++=typically
occupying ^vbg+++xvbg+=occupying
more ^rbr++++=more
flexible ^jj+atrb+++=flexible
positions ^nns+nom+++=positions.
. ^zz++++=EXTRAWORD
