Based ^xvbn+++xvbn+=Based
on ^in++++=on
the ^ati++++=the
activity ^nn+nom+++=activity
sectors ^nns++++=sectors
defined ^vwbn+++xvbn+=defined
by ^in++++=by
Ibge ^np+++??+=IBGE,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
study ^nn++++=study
examines ^vbz++++=examines
the ^ati++++=the
concentration ^nn+nom+++=concentration
of ^in++++=of
activities ^nns+nom+++=activities
within ^in++++=within
each ^ppls++++=each
Sbd ^np+++??+=SBD.
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
Sbds ^np+++??+=SBDs
predominantly ^rb++++=predominantly
exhibit ^vb++++=exhibit
a ^at++++=a
concentration ^nn+nom+++=concentration
in ^in++++=in
service ^nn++++=service-related
- ^zz++++=EXTRAWORD
related ^xvbn+++xvbn+=EXTRAWORD
activities ^nns+nom+++=activities.
. ^zz++++=EXTRAWORD
As ^in++++=As
shown ^nn++++=shown
in ^in++++=in
Table ^nn++++=Table
7 ^zz++++=7,
, ^zz++++=EXTRAWORD
the ^ati++++=the
highest ^jjt+atrb+++=highest
employment ^nn+nom+++=employment
concentrations ^nns+nom+++=concentrations
are ^vb+ber+aux++=are
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
construction ^nn+nom+++=construction
( ^zz++++=(Campo
campo ^nn+++??+=EXTRAWORD
Belo ^np+++??+=Belo);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
credit ^nn++++=credit
institutions ^nns+nom+++=institutions,
, ^zz++++=EXTRAWORD
insurance ^nn+nom+++=insurance,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
capitalization ^nn+nom+++=capitalization
( ^zz++++=(Itaim
itaim ^nn+++??+=EXTRAWORD
Bibi ^np+++??+=Bibi);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
management ^nn+nom+++=management,
, ^zz++++=EXTRAWORD
administration ^nn+nom+++=administration,
, ^zz++++=EXTRAWORD
real ^jj+atrb+++=real
estate ^nn++++=estate,
, ^zz++++=EXTRAWORD
securities ^nns+nom+++=securities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
technical ^jj+atrb+++=technical
services ^nns++++=services
( ^zz++++=(Vila
vila ^np++++=EXTRAWORD
Mariana ^np+++??+=Mariana,
, ^zz++++=EXTRAWORD
Santa ^&fw++++=Santa
Cecilia ^np+++??+=Cecilia,
, ^zz++++=EXTRAWORD
Pinheiros ^np+++??+=Pinheiros);
) ^zz++++=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
medical ^jj++++=medical,
, ^zz++++=EXTRAWORD
dental ^jj++++=dental,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
veterinary ^jj+atrb+++=veterinary
services ^nns++++=services
( ^zz++++=(Jardim
jardim ^nn+++??+=EXTRAWORD
Paulista ^np+++??+=Paulista).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Bel ^np+++??+=Bel
m ^zz++++=m
is ^vbz+bez+vrb++=is
the ^ati++++=the
only ^rb+down+++=only
Sbd ^np+++??+=SBD
where ^wrb+who+++=where
manufacturing ^nvbg+++xvbg+=manufacturing
activities ^nns+nom+++=activities
account ^nn++++=account
for ^in++++=for
the ^ati++++=the
highest ^jjt+atrb+++=highest
concentration ^nn+nom+++=concentration
of ^in++++=of
employment ^nn+nom+++=employment.
. ^zz++++=EXTRAWORD
