The ^ati++++=The
authors ^nns++++=authors
thank ^vb++++=thank
Colonel ^npt++++=Colonel
Samuel ^np++++=Samuel
de ^&fw++++=de
Mattos ^np+++??+=Mattos
Barroso ^np+++??+=Barroso
of ^in++++=of
the ^ati++++=the
Guarni ^np+++??+=Guarni
o ^zz++++=o
da ^np++++=da
Aeron ^np+++??+=Aeron
utica ^nn+++??+=utica
de ^&fw++++=de
Pirassununga ^np+++??+=Pirassununga
for ^in++++=for
providing ^xvbg+++xvbg+=providing
information ^nn+nom+++=information,
, ^zz++++=EXTRAWORD
Jos ^np+++??+=Jos
Victor ^np++++=Victor
da ^np++++=da
Silva ^np+++??+=Silva
for ^in++++=for
field ^nn++++=field
assistance ^nn+nom+++=assistance,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Programa ^np+++??+=Programa
de ^&fw++++=de
P ^zz++++=P
s ^zz++++=s-Gradua
- ^zz++++=EXTRAWORD
gradua ^nn+++??+=EXTRAWORD
o ^zz++++=o
em ^nn+++??+=em
Ci ^np+++??+=Ci
ncias ^nns+++??+=ncias
Ambientais ^np+++??+=Ambientais
( ^zz++++=(PPGCAm)
ppgcam ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
research ^nn++++=research
support ^nn++++=support,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Coordena ^np+++??+=Coordena
o ^zz++++=o
de ^&fw++++=de
Aperfei ^np+++??+=Aperfei
oamento ^nn+++??+=oamento
de ^&fw++++=de
Pessoal ^np+++??+=Pessoal
de ^&fw++++=de
N ^zz++++=N
vel ^np++++=vel
superior ^jj++++=Superior
( ^zz++++=(CAPES)
capes ^nns++++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
supporting ^vbg+++xvbg+=supporting
this ^dt+dem+++=this
research ^nn++++=research.
. ^zz++++=EXTRAWORD
