A ^at++++=A
key ^jjb+atrb+++=key
characteristic ^nn++++=characteristic
of ^in++++=of
the ^ati++++=the
database ^nn+++??+=database
is ^vbz+bez+vrb++=is
its ^pp$+it+++=its
exclusive ^jj+atrb+++=exclusive
focus ^nn++++=focus
on ^in++++=on
new ^jj+atrb+++=new
residences ^nns+nom+++=residences,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
eliminating ^vbg+++xvbg+=eliminating
the ^ati++++=the
need ^vb++++=need
to ^to+vcmp+++=to
account ^vb++++=account
for ^in+ppvb+++=for
property ^nn++++=property
depreciation ^nn+nom+++=depreciation.
. ^zz++++=EXTRAWORD
For ^in++++=For
monetary ^jj+atrb+++=monetary
standardization ^nn+nom+++=standardization,
, ^zz++++=EXTRAWORD
all ^abn++++=all
prices ^nns++++=prices
were ^vbd+bed+aux++=were
adjusted ^vpsv++agls+xvbnx+=adjusted
using ^vbg+++xvbg+=using
the ^ati++++=the
Igp ^np+++??+=IGP-DI
- ^zz++++=EXTRAWORD
di ^&fw++++=EXTRAWORD
index ^nn++++=index
and ^cc++++=and
updated ^vpsv++agls+xvbn+=updated
to ^in++++=to
December ^nr+nom+++=December
2013 ^cd++++=2013
values ^nns++++=values.
. ^zz++++=EXTRAWORD
The ^ati++++=The
database ^nn+++??+=database
is ^vbz+bez+aux++=is
geocoded ^vpsv++agls+xvbnx+=geocoded
based ^vbd+++xvbn+=based
on ^in++++=on
Zip ^np+++??+=ZIP
code ^nn++++=code,
, ^zz++++=EXTRAWORD
street ^nn++++=street,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
number ^nn++++=number
information ^nn+nom+++=information,
, ^zz++++=EXTRAWORD
utilizing ^jj+++xvbg+=utilizing
the ^ati++++=the
Sirgas ^np+++??+=SIRGAS
2000 ^cd++++=2000
geographic ^nn++++=geographic
coordinate ^nn+nom+++=coordinate
system ^nn++++=system
with ^in++++=with
a ^at++++=a
Utm ^np+++??+=UTM
Zone ^nn++++=Zone
23s ^cd++++=23S
projection ^nn+nom+++=projection,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
also ^rb++++=also
applied ^jj+pred+++=applied
to ^in++++=to
all ^abn++++=all
associated ^xvbn+++xvbn+=associated
maps ^nns++++=maps.
. ^zz++++=EXTRAWORD
