The ^ati++++=The
proportion ^nn+nom+++=proportion
of ^in++++=of
journals ^nns+nom+++=journals
using ^vwbg+++xvbg+=using
Ojs ^np+++??+=OJS
on ^in++++=on
these ^dt+dem+++=these
two ^cd++++=two
lists ^nns++++=lists
provides ^vbz+vsua+++=provides
limited ^jj+atrb++xvbn+=limited
reassurance ^nn+nom+++=reassurance.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
that ^dt+dem+++=that
Ojs ^np+++??+=OJS
is ^vbz+bez+vrb++=is
an ^at++++=an
open ^jj++++=open-source
- ^zz++++=EXTRAWORD
source ^nn++++=EXTRAWORD
publishing ^vwbg+++xvbg+=publishing
platform ^nn++++=platform
that ^tht+rel+subj++=that
is ^vbz+bez+vrb++=is
free ^jj+pred+++=free
to ^to+jcmp+++=to
download ^vb+++??+=download
and ^cc++++=and
offers ^nns++++=offers
documentation ^nn+nom+++=documentation
for ^in++++=for
setting ^xvbg+++xvbg+=setting
up ^rp++++=up
and ^cc++++=and
operating ^nvbg+++xvbg+=operating
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+aux++=be
expected ^vpsv++agls+xvbnx+=expected
to ^to+vcmp+++=to
have ^vbi++++=have
greater ^jjr+atrb+++=greater
adoption ^nn+nom+++=adoption
among ^in++++=among
journals ^nns+nom+++=journals
with ^in++++=with
questionable ^jj+atrb+++=questionable
practices ^nns++++=practices.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
possible ^jj+atrb+++=possible
explanation ^nn+nom+++=explanation
for ^in++++=for
its ^pp$+it+++=its
relatively ^rb++++=relatively
limited ^vwbn+++xvbn+=limited
use ^nn++++=use
is ^vbz+bez+vrb++=is
that ^tht+vcmp+++=that
Ojs ^np+++??+=OJS
is ^vbz+bez+aux++=is
designed ^vpsv++agls+xvbnx+=designed
to ^to+vcmp+++=to
facilitate ^nn+nom+++=facilitate
editorial ^jj+atrb+++=editorial
oversight ^nn++++=oversight
and ^cc++++=and
peer ^nn++++=peer
review ^nn++++=review,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
may ^md+pos+++=may
deter ^vb++++=deter
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
do ^vb+do+aux++=do
not ^xnot++not++=not
intend ^vb++++=intend
to ^to+vcmp+++=to
implement ^nn+nom+++=implement
such ^abl++++=such
processes ^nns+nom+++=processes.
. ^zz++++=EXTRAWORD
Alternatively ^rb+cnj+++=Alternatively,
, ^zz++++=EXTRAWORD
the ^ati++++=the
platform ^nn++++=platform
s ^zz++++=s
design ^nn++++=design
and ^cc++++=and
support ^nn++++=support
may ^md+pos+++=may
assist ^vb++++=assist
journals ^nns+nom+++=journals
in ^in++++=in
meeting ^xvbg+++xvbg+=meeting
standards ^nns++++=standards
that ^tht+rel+subj++=that
reduce ^vb++++=reduce
the ^ati++++=the
likelihood ^nn+nom+++=likelihood
of ^in++++=of
being ^nn+nn+aux++=being
labeled ^vbd+++xvbn+=labeled
as ^ql++++=as
predatory ^jj++++=predatory.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
evidence ^nn+nom+++=evidence
that ^tht+rel+obj++=that
some ^dti++++=some
journals ^nns+nom+++=journals
use ^nn++++=use
Ojs ^np+++??+=OJS
to ^in++++=to
charge ^nn++++=charge
authors ^nns++++=authors
for ^in++++=for
publication ^nn+nom+++=publication
without ^in++++=without
conducting ^xvbg+++xvbg+=conducting
peer ^nn++++=peer
review ^nn++++=review,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
undermines ^nns+++??+=undermines
scientific ^jj+atrb+++=scientific
integrity ^nn+nom+++=integrity.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
both ^abx++++=both
lists ^nns++++=lists
may ^md+pos+++=may
overcount ^vbd+++xvbn+=overcount
the ^ati++++=the
number ^nn++++=number
of ^in++++=of
journals ^nns+nom+++=journals,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
Ojs ^np+++??+=OJS-using
- ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=EXTRAWORD
journals ^nns+nom+++=journals
is ^vbz+bez+vrb++=is
higher ^jjr+pred+++=higher
in ^in++++=in
the ^ati++++=the
more ^rbr++++=more
recent ^jj+atrb+++=recent
Cabells ^np+++??+=Cabells
Predatory ^jj+atrb+++=Predatory
Reports ^nns++++=Reports
list ^nn++++=list
( ^zz++++=(3.2
3.2 ^cd++++=EXTRAWORD
percent ^nnu++++=percent)
) ^zz++++=EXTRAWORD
compared ^vbd+++xvbn+=compared
to ^in++++=to
Beall ^np+++??+=Beall
s ^zz++++=s
list ^nn++++=list
( ^zz++++=(1.2
1.2 ^cd++++=EXTRAWORD
percent ^nnu++++=percent),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Cabells ^np+++??+=Cabells
also ^rb++++=also
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
include ^vbi++++=include
more ^ql++++=more
journals ^nns+nom+++=journals
from ^in++++=from
the ^ati++++=the
Global ^jj+atrb+++=Global
South ^np+pl+++=South.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
increase ^nn++++=increase
may ^md+pos+++=may
be ^vb+be+vrb++=be
attributable ^jj+pred+++=attributable
to ^in++++=to
the ^ati++++=the
overall ^jjb+atrb+++=overall
growth ^nn++++=growth
of ^in++++=of
Ojs ^np+++??+=OJS,
, ^zz++++=EXTRAWORD
highlighting ^jj+++xvbg+=highlighting
the ^ati++++=the
need ^nn++++=need
for ^in++++=for
platform ^nn++++=platform
developers ^nns+nom+++=developers
to ^in++++=to
address ^nns+nom+++=address
these ^dt+dem+++=these
concerns ^nns++++=concerns.
. ^zz++++=EXTRAWORD
