Although ^cs+con+++=Although
numerous ^jj+atrb+++=numerous
approaches ^nns++++=approaches
exist ^vb++++=exist
for ^in++++=for
analyzing ^xvbg+++xvbg+=analyzing
discursive ^jj+atrb+++=discursive
data ^nns++++=data
and ^cc++++=and
interaction ^nn+nom+++=interaction,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
can ^md+pos+++=can
be ^vb+be+aux++=be
argued ^vpsv++agls+xvbnx+=argued
that ^tht+vcmp+++=that
all ^abn++++=all
share ^vb++++=share
the ^ati++++=the
underlying ^jj+atrb++xvbg+=underlying
assumption ^nn+nom+++=assumption
that ^tht+ncmp+++=that
researchers ^nns+nom+++=researchers
must ^md+nec+++=must
engage ^vb++++=engage
in ^in++++=in
repeated ^jj+atrb++xvbn+=repeated
and ^cc+phrs+++=and
thorough ^jj+atrb+++=thorough
reflection ^nn+nom+++=reflection
on ^in++++=on
the ^ati++++=the
data ^nns++++=data
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
fragment ^nn+nom+++=fragment
and ^cc++++=and
manipulate ^nn+nom+++=manipulate
it ^pp3+it+++=it
in ^in++++=in
the ^ati++++=the
search ^nn++++=search
for ^in++++=for
underlying ^xvbg+++xvbg+=underlying
patterns ^nns++++=patterns
and ^cc++++=and
meanings ^nns++++=meanings
( ^zz++++=(Evans,
evans ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
158 ^cd++++=158).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
The ^ati++++=The
extent ^nn++++=extent
to ^to++++=to
which ^whp+who+++=which
the ^ati++++=the
data ^nns++++=data
is ^vbz+bez+aux++=is
fragmented ^vpsv++agls+xvbnx+=fragmented
often ^rb++++=often
determines ^vbz++++=determines
whether ^cs+who+++=whether
quantitative ^jj+atrb+++=quantitative
or ^cc+phrs+++=or
qualitative ^jj+atrb+++=qualitative
methods ^nns++++=methods
are ^vb+ber+aux++=are
employed ^vpsv++agls+xvbnx+=employed.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
generally ^rb+down+splt++=generally
recognized ^vpsv++tht0+xvbnx+=recognized
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
analyzing ^jj+atrb++xvbg+=analyzing
discursive ^jj+atrb+++=discursive
interaction ^nn+nom+++=interaction,
, ^zz++++=EXTRAWORD
researchers ^nns+nom+++=researchers
typically ^rb++++=typically
reach ^vb++++=reach
a ^at++++=a
stage ^nn++++=stage
at ^in++++=at
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
categorize ^vb++++=categorize
or ^cc++++=or
code ^nn++++=code
an ^at++++=an
utterance ^nn+nom+++=utterance,
, ^zz++++=EXTRAWORD
turn ^nn++++=turn
of ^in++++=of
speech ^nn++++=speech,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
episode ^nn++++=episode
( ^zz++++=(Hennessy
hennessy ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
