The ^ati++++=The
objective ^nn++++=objective
of ^in++++=of
long ^jj++++=long-read
- ^zz++++=EXTRAWORD
read ^vb+vprv+tht0+xvbn+=EXTRAWORD
assembly ^nn++++=assembly
is ^vbz+bez+aux++=is
to ^to++++=to
generate ^nn+nom+++=generate
contiguous ^jj+atrb+++=contiguous
sequences ^nns+nom+++=sequences
that ^tht+rel+subj++=that
are ^vb+ber+vrb++=are
free ^jj+pred+++=free
of ^in++++=of
structural ^jj+atrb+++=structural
errors ^nns++++=errors,
, ^zz++++=EXTRAWORD
such ^abl++++=such
that ^dt+dem+++=that
any ^dti++++=any
remaining ^jj+atrb++xvbg+=remaining
inaccuracies ^nns+nom+++=inaccuracies
are ^vb+ber+aux++=are
limited ^vpsv++agls+xvbnx+=limited
to ^in++++=to
small ^jj++++=small-scale
- ^zz++++=EXTRAWORD
scale ^nn++++=EXTRAWORD
variants ^nns+nom+++=variants,
, ^zz++++=EXTRAWORD
including ^in++++=including
single ^jj++++=single-base
- ^zz++++=EXTRAWORD
base ^nn++++=EXTRAWORD
substitutions ^nns+nom+++=substitutions,
, ^zz++++=EXTRAWORD
insertions ^nns+nom+++=insertions,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
deletions ^nns+nom+++=deletions.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
approach ^nn++++=approach
is ^vbz+bez+aux++=is
adopted ^vpsv++agls+xvbnx+=adopted
because ^cs+cos+++=because
subsequent ^jj+atrb+++=subsequent
polishing ^jj+atrb++xvbg+=polishing
steps ^nns++++=steps
are ^vb+ber+aux++=are
effective ^jj+pred+++=effective
at ^rb++++=at
correcting ^vbg+++xvbg+=correcting
small ^jj++++=small-scale
- ^zz++++=EXTRAWORD
scale ^nn++++=EXTRAWORD
errors ^nns++++=errors
but ^cc++++=but
are ^vb+ber+vrb++=are
generally ^rb+down+++=generally
insufficient ^jj+pred+++=insufficient
for ^in++++=for
resolving ^jj+atrb+++=resolving
larger ^jjr+atrb+++=larger
structural ^jj+atrb+++=structural
inaccuracies ^nns+nom+++=inaccuracies.
. ^zz++++=EXTRAWORD
