A ^at++++=A
total ^nn++++=total
of ^in++++=of
29 ^cd++++=29%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
questionnaire ^nn++++=questionnaire
respondents ^nns++++=respondents
consented ^vbd+++xvbn+=consented
to ^to++++=to
participate ^nn+nom+++=participate
in ^in++++=in
the ^ati++++=the
subsequent ^jj+atrb+++=subsequent
phase ^nn++++=phase
of ^in++++=of
the ^ati++++=the
research ^nn++++=research.
. ^zz++++=EXTRAWORD
Eleven ^cd++++=Eleven
participants ^nns+nom+++=participants
were ^vbd+bed+aux++=were
selected ^vpsv++agls+xvbnx+=selected
and ^cc+phrs+++=and
invited ^vpsv++agls+xvbn+=invited
via ^in++++=via
email ^nn+++??+=email
to ^to++++=to
take ^vbi++++=take
part ^nn++++=part
in ^in++++=in
individual ^jj+atrb+++=individual
interviews ^nns++++=interviews,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
were ^vbd+bed+aux++=were
conducted ^vpsv++agls+xvbnx+=conducted
through ^in++++=through
Skype ^np+++??+=Skype
video ^nn+++??+=video
calls ^nns++++=calls.
. ^zz++++=EXTRAWORD
The ^ati++++=The
interviews ^nns++++=interviews
were ^vbd+bed+aux++=were
recorded ^vpsv++agls+xvbnx+=recorded
using ^vbg+++xvbg+=using
atube ^nn+++??+=aTube
Catcher ^np+++??+=Catcher,
, ^zz++++=EXTRAWORD
with ^in++++=with
an ^at++++=an
audio ^nn+++??+=audio
recorder ^nn+nom+++=recorder
device ^nn++++=device
employed ^vpsv++agls+xvbn+=employed
as ^ql++++=as
a ^at++++=a
backup ^nn++++=backup
recording ^vbg+vpub+++=recording
method ^nn++++=method.
. ^zz++++=EXTRAWORD
