The ^ati++++=The
scarcity ^nn+nom+++=scarcity
of ^in++++=of
trees ^nns++++=trees
with ^in++++=with
accessible ^jj+atrb+++=accessible
branches ^nns++++=branches
at ^in++++=at
approximately ^rb+down+++=approximately
2 ^zz++++=2
m ^zz++++=m
in ^in++++=in
height ^nn++++=height,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
would ^md+prd+++=would
facilitate ^nn+nom+++=facilitate
manual ^jj+atrb+++=manual
attachment ^nn+nom+++=attachment
of ^in++++=of
epiphytic ^jj+atrb+++=epiphytic
bromeliads ^nns+++??+=bromeliads
without ^in++++=without
specialized ^jj+atrb++xvbn+=specialized
equipment ^nn+nom+++=equipment,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
into ^in++++=into
account ^nn++++=account
when ^wrb+who+++=when
evaluating ^nvbg+++xvbg+=evaluating
the ^ati++++=the
feasibility ^nn+nom+++=feasibility
of ^in++++=of
relocating ^xvbg+++xvbg+=relocating
these ^dt+dem+++=these
species ^nn++++=species
directly ^rb++++=directly
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
particularly ^rb++++=particularly
relevant ^jj+pred+++=relevant
because ^cs+cos+++=because
larger ^jjr+atrb+++=larger
branches ^nns++++=branches
suitable ^jj++++=suitable
for ^in++++=for
attachment ^nn+nom+++=attachment
are ^vb+ber+aux++=are
typically ^rb++splt++=typically
found ^vpsv++agls+xvbnx+=found
in ^in++++=in
the ^ati++++=the
crowns ^nns++++=crowns
of ^in++++=of
large ^jj+atrb+++=large
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
epiphytic ^jj+atrb+++=epiphytic
bromeliads ^nns+++??+=bromeliads
are ^vb+ber+vrb++=are
capable ^jj+pred+++=capable
of ^in++++=of
surviving ^nn++++=surviving
on ^in++++=on
the ^ati++++=the
soil ^nn++++=soil
for ^in++++=for
extended ^jj+atrb++xvbn+=extended
periods ^nns++++=periods,
, ^zz++++=EXTRAWORD
direct ^jj+atrb+++=direct
ground ^nn++++=ground
relocation ^nn+nom+++=relocation
may ^md+pos+++=may
offer ^vb++++=offer
a ^at++++=a
more ^rbr++++=more
practical ^jj+atrb+++=practical
alternative ^nn++++=alternative,
, ^zz++++=EXTRAWORD
potentially ^rb++++=potentially
supporting ^xvbg+++xvbg+=supporting
continued ^vprf+++xvbn+=continued
growth ^nn++++=growth,
, ^zz++++=EXTRAWORD
sprouting ^vbg+++xvbg+=sprouting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inflorescence ^nn+nom+++=inflorescence
production ^nn+nom+++=production
( ^zz++++=(Ara
ara ^nn+++??+=EXTRAWORD
jo ^np++++=jo
2006 ^cd++++=2006).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
With ^in++++=With
respect ^nn++++=respect
to ^in++++=to
pollination ^nn+nom+++=pollination,
, ^zz++++=EXTRAWORD
Varassin ^np+++??+=Varassin
and ^cc++++=and
Sazima ^np+++??+=Sazima
( ^zz++++=(2000)
2000 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
documented ^vbd+++xvbn+=documented
that ^cs+sub+++=that
the ^ati++++=the
hummingbirds ^nns+++??+=hummingbirds
Phaethornis ^np+++??+=Phaethornis
eurynome ^nn+++??+=eurynome
and ^cc++++=and
Ramphodon ^np+++??+=Ramphodon
naevius ^nns+++??+=naevius
pollinate ^nn+nom+++=pollinate
bromeliads ^nns+++??+=bromeliads
in ^in++++=in
the ^ati++++=the
lower ^jjr+atrb+++=lower
forest ^nn++++=forest
strata ^nns++++=strata,
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
that ^tht+vcmp+++=that
translocation ^nn+nom+++=translocation
to ^in++++=to
the ^ati++++=the
ground ^nn++++=ground,
, ^zz++++=EXTRAWORD
as ^in++++=as
opposed ^in"++++=opposed
to ^in++++=to
higher ^jjr+atrb+++=higher
tree ^nn++++=tree
elevations ^nns+nom+++=elevations,
, ^zz++++=EXTRAWORD
may ^md+pos+++=may
not ^xnot++not++=not
negatively ^rb++++=negatively
impact ^vb++++=impact
pollination ^nn+nom+++=pollination
of ^in++++=of
the ^ati++++=the
transplanted ^jj+atrb++xvbn+=transplanted
species ^nn++++=species.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
Nidularium ^np+++??+=Nidularium
rubens ^np++++=rubens,
, ^zz++++=EXTRAWORD
a ^at++++=a
terrestrial ^jj+atrb+++=terrestrial
species ^nn++++=species,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
visited ^vpsv++by+xvbnx+=visited
by ^in++++=by
p ^zz++++=P.
. ^zz++++=EXTRAWORD
eurynome ^nn++++=eurynome
( ^zz++++=(Machado
machado ^nn++++=EXTRAWORD
& ^zz++++=&
semir ^np++++=Semir
2006 ^cd++++=2006).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
