The ^ati++++=The
tempo ^nn++++=tempo
and ^cc++++=and
style ^nn++++=style
of ^in++++=of
the ^ati++++=the
game ^nn++++=game
are ^vb+ber+aux++=are
determined ^vpsv++by+xvbnx+=determined
by ^in++++=by
the ^ati++++=the
leader ^nn++++=leader
of ^in++++=of
the ^ati++++=the
roda ^nn+++??+=roda.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
participant ^nn+nom+++=participant
does ^vbz+doz+aux++=does
not ^xnot++not++=not
conform ^vb++++=conform
to ^in++++=to
the ^ati++++=the
expected ^jj+atrb++xvbn+=expected
style ^nn++++=style
of ^in++++=of
play ^nn++++=play,
, ^zz++++=EXTRAWORD
as ^in++++=as
illustrated ^nn++++=illustrated
in ^in++++=in
Sophie ^np++++=Sophie
s ^zz++++=s
case ^nn++++=case
above ^jjb++++=above,
, ^zz++++=EXTRAWORD
the ^ati++++=the
leader ^nn++++=leader
may ^md+pos+++=may
prompt ^jj++++=prompt
them ^pp3o+pp3+++=them
to ^to++++=to
adjust ^vbi++++=adjust
their ^pp$+pp3+++=their
speed ^nn++++=speed
by ^in++++=by
selecting ^xvbg+++xvbg+=selecting
an ^at++++=an
appropriate ^jj+atrb+++=appropriate
song ^nn++++=song.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
the ^ati++++=the
leader ^nn++++=leader
can ^md+pos+++=can
influence ^nn+nom+++=influence
the ^ati++++=the
dynamics ^nn++++=dynamics
of ^in++++=of
the ^ati++++=the
game ^nn++++=game
by ^in++++=by
choosing ^xvbg+++xvbg+=choosing
a ^at++++=a
song ^nn++++=song
with ^in++++=with
a ^at++++=a
faster ^rbr++++=faster
rhythm ^nn++++=rhythm
and ^cc++++=and
lyrics ^nns++++=lyrics
that ^tht+rel+subj++=that
encourage ^nn+nom+++=encourage
a ^at++++=a
more ^rbr++++=more
aggressive ^jj+atrb+++=aggressive
style ^nn++++=style
of ^in++++=of
play ^nn++++=play.
. ^zz++++=EXTRAWORD
