The ^ati++++=The
cognitive ^jj+atrb+++=cognitive
change ^nn++++=change
family ^nn++++=family
emerged ^vbd+++xvbn+=emerged
as ^ql++++=as
the ^ati++++=the
most ^ql+emph+++=most
prominent ^jj++++=prominent,
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
teachers ^nns+nom+++=teachers
frequently ^rb++++=frequently
reinterpret ^vb++++=reinterpret
events ^nns++++=events
or ^cc++++=or
their ^pp$+pp3+++=their
own ^ap++++=own
capacity ^nn+nom+++=capacity
to ^to+ncmp+++=to
manage ^vbi++++=manage
them ^pp3o+pp3+++=them
in ^to++++=in
order ^vb++++=order
to ^to+vcmp+++=to
mitigate ^nn+nom+++=mitigate
the ^ati++++=the
effects ^nns++++=effects
of ^in++++=of
adverse ^jj+atrb+++=adverse
circumstances ^nns+nom+++=circumstances
and ^cc++++=and
reduce ^vb++++=reduce
emotional ^jj+atrb+++=emotional
labor ^nn++++=labor
( ^zz++++=(Akbari
akbari ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
Buri ^np+++??+=Buri
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
Taxer ^np+++??+=Taxer
& ^zz++++=&
Gross ^jj++++=Gross,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Cognitive ^np+++??+=Cognitive
change ^nn++++=change
encompasses ^vbz++++=encompasses
several ^ap++++=several
strategies ^nns+++??+=strategies
( ^zz++++=(Mallory
mallory ^np++++=EXTRAWORD
& ^zz++++=&
Rupp ^np+++??+=Rupp,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
example ^nn++++=example,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers
may ^md+pos+++=may
attempt ^vb++++=attempt
to ^to+vcmp+++=to
positively ^rb++splt++=positively
reinterpret ^vbi++++=reinterpret
undesirable ^jj+atrb+++=undesirable
situations ^nns+nom+++=situations,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
student ^nn++++=student
demotivation ^nn+nom+++=demotivation
or ^cc++++=or
inappropriate ^jj+atrb+++=inappropriate
behavior ^nn++++=behavior,
, ^zz++++=EXTRAWORD
by ^in++++=by
focusing ^nn++++=focusing
on ^in++++=on
students ^nns++++=students
efforts ^nns++++=efforts
to ^to+ncmp+++=to
improve ^vbi++++=improve
academically ^rb++++=academically
( ^zz++++=(Sutton,
sutton ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2004 ^cd++++=2004;
; ^zz++++=EXTRAWORD
Yin ^np+++??+=Yin,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers
may ^md+pos+++=may
attribute ^vb++++=attribute
challenges ^vbz++++=challenges
to ^in++++=to
external ^jj+atrb+++=external
factors ^nns++++=factors,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
socioeconomic ^jj+atrb+++=socioeconomic
or ^cc+phrs+++=or
cultural ^jj+atrb+++=cultural
context ^nn++++=context,
, ^zz++++=EXTRAWORD
the ^ati++++=the
educational ^jj+atrb+++=educational
system ^nn++++=system,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
student ^nn++++=student
characteristics ^nns++++=characteristics
like ^in++++=like
personality ^nn+nom+++=personality
and ^cc++++=and
age ^nn++++=age,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
externalizing ^jj+atrb++xvbg+=externalizing
causality ^nn+nom+++=causality
( ^zz++++=(Buri
buri ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Teachers ^nns+nom+++=Teachers
may ^md+pos+++=may
also ^rb++splt++=also
seek ^vb++++=seek
to ^to+vcmp+++=to
understand ^vbi+vprv+++=understand
and ^cc+phrs+++=and
accept ^vb+vprv+++=accept
situations ^nns+nom+++=situations
by ^in++++=by
adopting ^xvbg+++xvbg+=adopting
others ^aps++++=others
perspectives ^nns++++=perspectives
( ^zz++++=(Akbari
akbari ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016;
; ^zz++++=EXTRAWORD
Clar ^np+++??+=Clar
, ^zz++++=,
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
Taxer ^np+++??+=Taxer
& ^zz++++=&
Gross ^jj++++=Gross,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
forms ^nns++++=forms
of ^in++++=of
cognitive ^jj+atrb+++=cognitive
change ^nn++++=change
include ^vb++++=include
personalization ^nn+nom+++=personalization,
, ^zz++++=EXTRAWORD
adjustment ^nn+nom+++=adjustment
of ^in++++=of
expectations ^nns+nom+++=expectations,
, ^zz++++=EXTRAWORD
rationalization ^nn+nom+++=rationalization,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
self ^nn++++=self-blame
- ^zz++++=EXTRAWORD
blame ^vb++++=EXTRAWORD
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
table ^nn++++=Table
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
