A ^at++++=A
critical ^jj+atrb+++=critical
factor ^nn++++=factor
in ^in++++=in
Oxford ^np++++=Oxford
Nanopore ^np+++??+=Nanopore
Technologies ^np+++??+=Technologies
( ^zz++++=(ONT)
ont ^&fw++++=EXTRAWORD
) ^zz++++=EXTRAWORD
sequencing ^jj+++xvbg+=sequencing
is ^vbz+bez+aux++=is
read ^vpsv++agls+xvbnx+=read
depth ^nn++++=depth,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
directly ^rb++++=directly
influences ^nns+nom+++=influences
both ^abx++++=both
genome ^jj+atrb++??+=genome
assembly ^nn++++=assembly
and ^cc++++=and
polishing ^nvbg+++xvbg+=polishing
accuracy ^nn+nom+++=accuracy.
. ^zz++++=EXTRAWORD
Increased ^j+++xvbn+=Increased
read ^vprf+++xvbn+=read
depth ^nn++++=depth
facilitates ^nns+nom+++=facilitates
more ^rbr++++=more
robust ^jj+atrb+++=robust
assembly ^nn++++=assembly
by ^in++++=by
enabling ^xvbg+++xvbg+=enabling
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
multiple ^jj++++=multiple
independent ^jj++++=independent
read ^vb+vprv++xvbn+=read
sets ^vbz++++=sets
in ^in++++=in
tools ^nns++++=tools
such ^abl++++=such
as ^ql++++=as
Trycycler ^np+nom++??+=Trycycler
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Step ^nn++++=Step
3 ^zz++++=3),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
improves ^vbz++++=improves
consensus ^nn++++=consensus
accuracy ^nn+nom+++=accuracy
during ^in++++=during
polishing ^xvbg+++xvbg+=polishing
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
Step ^nn++++=Step
4 ^zz++++=4).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
high ^jj++++=high-quality
- ^zz++++=EXTRAWORD
quality ^nn+nom+++=EXTRAWORD
assemblies ^nns++++=assemblies,
, ^zz++++=EXTRAWORD
a ^at++++=a
minimum ^nn++++=minimum
read ^vbd+vprv++xvbn+=read
depth ^nn++++=depth
of ^in++++=of
100 ^cd++++=100
is ^vbz+bez+aux++=is
recommended ^vpsv++agls+xvbnx+=recommended,
, ^zz++++=EXTRAWORD
with ^in++++=with
200 ^cd++++=200
considered ^vbd+vprv++xvbn+=considered
optimal ^jj++++=optimal;
; ^zz++++=EXTRAWORD
depths ^nns++++=depths
exceeding ^vwbg+++xvbg+=exceeding
200 ^cd++++=200
may ^md+pos+++=may
offer ^vb++++=offer
marginal ^jj+atrb+++=marginal
improvements ^nns+nom+++=improvements
but ^cc++++=but
are ^vb+ber+vrb++=are
subject ^nn++++=subject
to ^to++++=to
diminishing ^vbi++++=diminishing
returns ^nns++++=returns.
. ^zz++++=EXTRAWORD
In ^in++++=In
practice ^nn++++=practice,
, ^zz++++=EXTRAWORD
a ^at++++=a
single ^jj++++=single
Ont ^&fw++++=ONT
flow ^nn++++=flow
cell ^nn++++=cell
often ^rb++++=often
generates ^nns+nom+++=generates
more ^ql++++=more
data ^nns++++=data
than ^in++++=than
required ^nn++++=required
for ^in++++=for
sequencing ^xvbg+++xvbg+=sequencing
a ^at++++=a
single ^jj++++=single
bacterial ^jj++++=bacterial
isolate ^nn+nom+++=isolate,
, ^zz++++=EXTRAWORD
making ^vbg+++xvbg+=making
sample ^nn++++=sample
multiplexing ^vwbg+++xvbg+=multiplexing
a ^at++++=a
common ^jj+atrb+++=common
strategy ^nn++++=strategy
in ^in++++=in
microbial ^jj+atrb+++=microbial
genomics ^nns++++=genomics.
. ^zz++++=EXTRAWORD
While ^cs+sub+++=While
this ^dt+dem+++=this
approach ^nn++++=approach
does ^vbz+doz+vrb++=does
not ^xnot++not++=not
generally ^rb+down+++=generally
compromise ^vb++++=compromise
assembly ^nn++++=assembly
quality ^nn+nom+++=quality,
, ^zz++++=EXTRAWORD
potential ^jj+atrb+++=potential
issues ^nns++++=issues
such ^abl++++=such
as ^ql++++=as
barcode ^vb+++??+=barcode
leakage ^nn+nom+++=leakage
should ^md+nec+++=should
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbn+=taken
into ^in++++=into
account ^nn++++=account
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
pitfalls ^nns++++=Pitfalls).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
