The ^ati++++=The
second ^od++++=second
paradigm ^nn++++=paradigm
is ^vbz+bez+vrb++=is
interpretivist ^nn+nom+++=interpretivist,
, ^zz++++=EXTRAWORD
idiographic ^jj++++=idiographic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
oriented ^vpsv++agls+xvbn+=oriented
toward ^in++++=toward
discovery ^nn+nom+++=discovery.
. ^zz++++=EXTRAWORD
Within ^in++++=Within
this ^dt+dem+++=this
paradigm ^nn++++=paradigm,
, ^zz++++=EXTRAWORD
knowledge ^nn++++=knowledge
is ^vbz+bez+aux++=is
regarded ^vpsv++agls+xvbnx+=regarded
as ^ql++++=as
an ^at++++=an
inherently ^rb++++=inherently
subjective ^jj+atrb+++=subjective
human ^jj+atrb+++=human
interpretation ^nn+nom+++=interpretation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
research ^nn++++=research
focuses ^vbz++++=focuses
on ^in++++=on
specific ^jj+atrb+++=specific,
, ^zz++++=EXTRAWORD
contextualized ^jj+atrb++xvbn+=contextualized
cases ^nns++++=cases.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
addresses ^nns+nom+++=addresses
the ^ati++++=the
meanings ^nns++++=meanings
that ^tht+rel+obj++=that
participants ^nns+nom+++=participants
in ^in++++=in
educational ^jj+atrb+++=educational
settings ^nns++++=settings
attribute ^vb++++=attribute
to ^in++++=to
their ^pp$+pp3+++=their
experiences ^nns+nom+++=experiences
( ^zz++++=(Taber,
taber ^jjr++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013,
, ^zz++++=EXTRAWORD
p ^zz++++=p.
. ^zz++++=EXTRAWORD
52 ^cd++++=52).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Researchers ^nns+nom++??+=Researchers
operating ^vwbg+++xvbg+=operating
within ^in++++=within
this ^dt+dem+++=this
framework ^nn++++=framework
maintain ^vb+vpub+++=maintain
that ^tht+vcmp+++=that
meanings ^nns++++=meanings
are ^vb+ber+vrb++=are
not ^xnot++not++=not
predetermined ^jj+++xvbn+=predetermined
but ^cc++++=but
are ^vb+ber+vrb++=are
co ^nn++++=co-constructed
- ^zz++++=EXTRAWORD
constructed ^vbd+++xvbn+=EXTRAWORD
through ^in++++=through
interaction ^nn+nom+++=interaction
with ^in++++=with
participants ^nns+nom+++=participants,
, ^zz++++=EXTRAWORD
often ^rb++++=often
involving ^jj+atrb++xvbg+=involving
engagement ^nn+nom+++=engagement
in ^in++++=in
activities ^nns+nom+++=activities
and ^cc++++=and
eliciting ^vbg+++xvbg+=eliciting
participants ^nns+nom+++=participants
perspectives ^nns++++=perspectives
( ^zz++++=(Treagust
treagust ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
