Although ^cs+con+++=Although
stylistic ^jj+atrb+++=stylistic
variations ^nns+nom+++=variations
exist ^vb++++=exist,
, ^zz++++=EXTRAWORD
capoeira ^nn+++??+=capoeira
is ^vbz+bez+aux++=is
generally ^rb+down+splt++=generally
practiced ^vpsv++agls+xvbnx+=practiced
at ^rb++++=at
a ^at++++=a
relatively ^rb++++=relatively
close ^jj+atrb+++=close
distance ^nn+nom+++=distance
between ^in++++=between
participants ^nns+nom+++=participants.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
players ^nns+nom+++=players
remain ^vb++++=remain
in ^in++++=in
close ^jj+atrb+++=close
proximity ^nn+nom+++=proximity
but ^cc++++=but
rarely ^rb++++=rarely
make ^vb++++=make
physical ^jj+atrb+++=physical
contact ^nn++++=contact.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
evade ^vb++++=evade
each ^ppls++++=each
other's ^ppls++++=other's
attacks ^nns++++=attacks
while ^cs+sub+++=while
simultaneously ^rb+tm+++=simultaneously
seeking ^vb+++xvbg+=seeking
to ^to+vcmp+++=to
position ^nn+nom+++=position
themselves ^ppls+pp3+++=themselves
advantageously ^rb++++=advantageously
for ^in++++=for
potential ^jj+atrb+++=potential
offensive ^jj+atrb+++=offensive
actions ^nns+nom+++=actions.
. ^zz++++=EXTRAWORD
In ^in++++=In
Most ^ql+emph+++=most
Cases ^nns++++=cases,
 ^zz++++=EXTRAWORD
Attacks ^nns++++=attacks
Are ^vb+ber+vrb++=are
Intentionally ^rb++++=intentionally
Left ^jj++++=left
Incomplete ^jj++++=incomplete.
 ^zz++++=EXTRAWORD
