A ^at++++=A
comparison ^nn++++=comparison
of ^in++++=of
the ^ati++++=the
Juojs ^np+++??+=JUOJS
disciplinary ^nn+nom+++=disciplinary
distribution ^nn+nom+++=distribution
with ^in++++=with
that ^dt+dem+++=that
of ^in++++=of
Scopus ^np+++??+=Scopus,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
shares ^nns++++=shares
less ^rbr++++=less
than ^in++++=than
4 ^zz++++=4%
% ^zz++++=EXTRAWORD
overlap ^nn++++=overlap
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
below ^in+pl+++=below),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
reveals ^nns+nom+++=reveals
notable ^jj+atrb+++=notable
differences ^nns+nom+++=differences.
. ^zz++++=EXTRAWORD
Scopus ^np+++??+=Scopus
contains ^vbz++++=contains
a ^at++++=a
higher ^jjr+atrb+++=higher
proportion ^nn+nom+++=proportion
of ^in++++=of
journals ^nns+nom+++=journals
in ^in++++=in
mathematics ^nn++++=mathematics
and ^cc++++=and
medicine ^nn++++=medicine
and ^cc++++=and
health ^nn++++=health
sciences ^nns+nom+++=sciences,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
Juojs ^np+++??+=JUOJS
includes ^vb++++=includes
a ^at++++=a
greater ^jjr+atrb+++=greater
proportion ^nn+nom+++=proportion
of ^in++++=of
journals ^nns+nom+++=journals
in ^in++++=in
education ^nn+nom+++=education
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
communication ^nn+nom+++=communication,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
culture ^nn++++=culture
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
2 ^zz++++=2).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
other ^ap++++=other
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^ql++++=as
economics ^nn++++=economics,
, ^zz++++=EXTRAWORD
engineering ^nn++++=engineering,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
computer ^nn+nom+++=computer
science ^nn+nom+++=science,
, ^zz++++=EXTRAWORD
the ^ati++++=the
disciplinary ^nn+nom+++=disciplinary
coverage ^nn+nom+++=coverage
is ^vbz+bez+vrb++=is
broadly ^rb+down+++=broadly
similar ^jj+pred+++=similar
between ^in++++=between
Juojs ^np+++??+=JUOJS
and ^cc++++=and
Scopus ^np+++??+=Scopus.
. ^zz++++=EXTRAWORD
Further ^jjb+atrb+++=Further
citation ^nn+nom+++=citation-based
- ^zz++++=EXTRAWORD
based ^xvbn+++xvbn+=EXTRAWORD
analyses ^nns++++=analyses
could ^md+pos+++=could
clarify ^vb++++=clarify
the ^ati++++=the
extent ^nn++++=extent
to ^to++++=to
which ^whp+who+++=which
journals ^nns+nom+++=journals
in ^in++++=in
these ^dt+dem+++=these
two ^cd++++=two
sets ^nns++++=sets
reference ^nn+nom+++=reference
each ^dt++++=each
other ^ap++++=other
within ^in++++=within
overlapping ^nn++++=overlapping
disciplinary ^nn+nom+++=disciplinary
domains ^nns++++=domains.
. ^zz++++=EXTRAWORD
