Although ^cs+con+++=Although
these ^dt+dem+++=these
strategies ^nns+++??+=strategies
are ^vb+ber+vrb++=are
topographically ^rb++++=topographically
distinct ^jj+pred+++=distinct,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
serve ^vb++++=serve
to ^to++++=to
adjust ^vbi++++=adjust
cognition ^nn+nom+++=cognition
according ^in++++=according
to ^in++++=to
situational ^jj+atrb+++=situational
demands ^nns++++=demands
and ^cc++++=and
emotional ^jj+atrb+++=emotional
objectives ^nns++++=objectives,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
reducing ^jj+atrb++xvbg+=reducing
contradictions ^nns+nom+++=contradictions
and ^cc++++=and
dissonance ^nn+nom+++=dissonance.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
modify ^vb++++=modify
teachers ^nns+nom+++=teachers
attitudes ^nns++++=attitudes
toward ^in++++=toward
events ^nns++++=events
( ^zz++++=(Clar
clar ^nn+++??+=EXTRAWORD
, ^zz++++=,
2017 ^cd++++=2017),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
in ^in++++=in
turn ^nn++++=turn
diminishes ^vbz++++=diminishes
the ^ati++++=the
emotional ^jj+atrb+++=emotional
impact ^nn++++=impact
and ^cc++++=and
its ^pp$+it+++=its
influence ^nn+nom+++=influence
on ^in++++=on
behavior ^nn++++=behavior.
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers
may ^md+pos+++=may
become ^vprf+++xvbn+=become
more ^rbr++++=more
engaged ^vbd+++xvbn+=engaged
in ^in++++=in
the ^ati++++=the
change ^nn++++=change
process ^nns+nom+++=process
by ^in++++=by
adopting ^xvbg+++xvbg+=adopting
the ^ati++++=the
perspective ^nn++++=perspective
of ^in++++=of
their ^pp$+pp3+++=their
students ^nns++++=students.
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
positive ^jj+atrb+++=positive
reappraisal ^nn+nom+++=reappraisal
can ^md+pos+++=can
facilitate ^nn+nom+++=facilitate
closer ^rbr++++=closer
relationships ^nns+nom+++=relationships
between ^in++++=between
teachers ^nns+nom+++=teachers
and ^cc++++=and
students ^nns++++=students.
. ^zz++++=EXTRAWORD
Understanding ^nvbg+++xvbg+=Understanding
students ^nns++++=students
contexts ^nns++++=contexts
can ^md+pos+++=can
enhance ^nn+nom+++=enhance
teacher ^nn++++=teacher
empathy ^nn+++??+=empathy,
, ^zz++++=EXTRAWORD
engagement ^nn+nom+++=engagement,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
flexibility ^nn+nom+++=flexibility,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
contributes ^vbz++++=contributes
to ^to++++=to
challenging ^vbg+++xvbg+=challenging
negative ^jj+atrb+++=negative
stereotypes ^nns+++??+=stereotypes
( ^zz++++=(Akbari
akbari ^nn+++??+=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2017 ^cd++++=2017;
; ^zz++++=EXTRAWORD
Chang ^np+++??+=Chang
& ^zz++++=&
Daves ^np+++??+=Daves,
, ^zz++++=EXTRAWORD
2009 ^cd++++=2009;
; ^zz++++=EXTRAWORD
Cross ^nn++++=Cross
& ^zz++++=&
Hong ^np++++=Hong,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
fosters ^nns+nom+++=fosters
a ^at++++=a
more ^rbr++++=more
positive ^jj+atrb+++=positive
perception ^nn+nom+++=perception
of ^in++++=of
the ^ati++++=the
teacher ^nn++++=teacher-student
- ^zz++++=EXTRAWORD
student ^nn++++=EXTRAWORD
relationship ^nn+nom+++=relationship
( ^zz++++=(Clar
clar ^nn+++??+=EXTRAWORD
, ^zz++++=,
2017 ^cd++++=2017),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
encourages ^nns+nom+++=encourages
prosocial ^jj+atrb+++=prosocial
behaviors ^nns++++=behaviors
( ^zz++++=(Gross,
gross ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
findings ^nns++++=findings
are ^vb+ber+vrb++=are
consistent ^jj+pred+++=consistent
with ^in++++=with
evidence ^nn+nom+++=evidence
indicating ^vb+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
cognitive ^jj+atrb+++=cognitive
modification ^nn+nom+++=modification
is ^vbz+bez+aux++=is
associated ^vpsv++agls+xvbnx+=associated
with ^in++++=with
positive ^jj+atrb+++=positive
emotions ^nns+nom+++=emotions,
, ^zz++++=EXTRAWORD
improved ^jj+atrb++xvbn+=improved
relationships ^nns+nom+++=relationships,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
greater ^jjr+atrb+++=greater
teacher ^nn++++=teacher
well ^rb++++=well-being
- ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=EXTRAWORD
( ^zz++++=(Chang,
chang ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2013 ^cd++++=2013;
; ^zz++++=EXTRAWORD
clar ^np++++=Clar
, ^zz++++=,
2017 ^cd++++=2017).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
