According ^in+cmpx+++=According
to ^in++++=to
Davydov ^np+++??+=Davydov
( ^zz++++=(1999),
1999 ^cd+date+++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
possessing ^jj+++xvbg+=possessing
only ^rb+down+++=only
basic ^jj+atrb+++=basic
information ^nn+nom+++=information
technology ^nn++++=technology
( ^zz++++=(IT)
it ^pp3+it+++=EXTRAWORD
) ^zz++++=EXTRAWORD
knowledge ^nn++++=knowledge
is ^vbz+bez+vrb++=is
insufficient ^jj+pred+++=insufficient
for ^in++++=for
the ^ati++++=the
comprehensive ^jj+atrb+++=comprehensive
development ^nn+nom+++=development
of ^in++++=of
individuals ^nns+nom+++=individuals.
. ^zz++++=EXTRAWORD
Therefore ^rb+cnj+++=Therefore,
, ^zz++++=EXTRAWORD
merely ^rb+down+++=merely
owning ^vbg+++xvbg+=owning
a ^at++++=a
mobile ^jj+atrb+++=mobile
phone ^nn++++=phone,
, ^zz++++=EXTRAWORD
regardless ^rb++++=regardless
of ^in++++=of
its ^pp$+it+++=its
capabilities ^nns+nom+++=capabilities,
, ^zz++++=EXTRAWORD
without ^in++++=without
understanding ^xvbg+++xvbg+=understanding
how ^wrb+who+++=how
to ^to++++=to
use ^vbi++++=use
it ^pp3+it+++=it
effectively ^rb++++=effectively
or ^cc++++=or
being ^vbg+beg++xvbg+=being
aware ^jj++++=aware
of ^in++++=of
its ^pp$+it+++=its
technical ^jj+atrb+++=technical
features ^nns++++=features,
, ^zz++++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
constitute ^vb++++=constitute
genuine ^jj+atrb+++=genuine
progress ^nns+nom+++=progress
in ^in++++=in
digital ^jj+atrb+++=digital
inclusion ^nn++++=inclusion
or ^cc++++=or
in ^in++++=in
the ^ati++++=the
acquisition ^nn+nom+++=acquisition
of ^in++++=of
technical ^jj+atrb+++=technical
knowledge ^nn++++=knowledge
and ^cc++++=and
access ^nn++++=access
to ^to++++=to
it ^pp3+it+++=IT.
. ^zz++++=EXTRAWORD
