A ^at++++=A
three ^cd++++=three-phase
- ^zz++++=EXTRAWORD
phase ^nn++++=EXTRAWORD
investigation ^nn+nom+++=investigation
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
using ^vbg+++xvbg+=using
various ^jj+atrb+++=various
technological ^jj+atrb+++=technological
tools ^nns++++=tools
to ^to++++=to
collect ^vbi++++=collect
data ^nns++++=data
on ^in++++=on
contextual ^jj+atrb+++=contextual
factors ^nns++++=factors
influencing ^vwbg+++xvbg+=influencing
the ^ati++++=the
production ^nn+nom+++=production
and ^cc++++=and
publication ^nn+nom+++=publication
of ^in++++=of
research ^nn++++=research
articles ^nns++++=articles
by ^in++++=by
Brazilian ^jj+atrb+++=Brazilian
computer ^nn+nom+++=computer
science ^nn+nom+++=science
experts ^nns++++=experts,
, ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
objective ^nn++++=objective
of ^in++++=of
designing ^xvbg+++xvbg+=designing
an ^at++++=an
online ^nn+++??+=online
Critical ^jj+atrb+++=Critical
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
( ^zz++++=(CEAP)
ceap ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
course ^nn++++=course
for ^in++++=for
graduate ^nn+nom+++=graduate
students ^nns++++=students.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
paper ^nn++++=paper
aims ^vb++++=aims
to ^to+vcmp+++=to
demonstrate ^nn+nom+++=demonstrate
the ^ati++++=the
potential ^nn++++=potential
of ^in++++=of
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(ICT)
ict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
to ^to++++=to
facilitate ^nn+nom+++=facilitate
contextual ^jj+atrb+++=contextual
target ^nn++++=target
situation ^nn+nom+++=situation
analysis ^nn++++=analysis
remotely ^rb+cnj+++=remotely,
, ^zz++++=EXTRAWORD
thereby ^rb++++=thereby
broadening ^vbg+++xvbg+=broadening
the ^ati++++=the
scope ^nn++++=scope
of ^in++++=of
the ^ati++++=the
investigation ^nn+nom+++=investigation
and ^cc++++=and
optimizing ^nvbg+++xvbg+=optimizing
the ^ati++++=the
use ^nn++++=use
of ^in++++=of
time ^nn++++=time
and ^cc++++=and
resources ^nns++++=resources
in ^in++++=in
course ^nn++++=course
development ^nn+nom+++=development.
. ^zz++++=EXTRAWORD
