The ^ati++++=The
assumption ^nn+nom+++=assumption
that ^tht+ncmp+++=that
mere ^jjb+atrb+++=mere
possession ^nn++++=possession
of ^in++++=of
digital ^jj+atrb+++=digital
equipment ^nn+nom+++=equipment
automatically ^rb++++=automatically
results ^nns++++=results
in ^in++++=in
comprehensive ^jj+atrb+++=comprehensive
knowledge ^nn++++=knowledge
is ^vbz+bez+vrb++=is
unfounded ^jj+pred+++=unfounded,
, ^zz++++=EXTRAWORD
as ^in++++=as
research ^nn++++=research
indicates ^nns+nom+++=indicates
that ^tht+vcmp+++=that
knowledge ^nn++++=knowledge
acquisition ^nn+nom+++=acquisition
depends ^vbz++++=depends
on ^in++++=on
multiple ^jj+atrb+++=multiple
factors ^nns++++=factors
beyond ^in++++=beyond
access ^nn++++=access
to ^in++++=to
technology ^nn++++=technology,
, ^zz++++=EXTRAWORD
including ^in++++=including
formal ^jj+atrb+++=formal
instruction ^nn+nom+++=instruction,
, ^zz++++=EXTRAWORD
favorable ^&fw++++=favorable
teaching ^vbg+vsua++xvbg+=teaching
conditions ^nns+nom+++=conditions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
appropriate ^jj+atrb+++=appropriate
psycho ^nn+++??+=psycho-emotional
- ^zz++++=EXTRAWORD
emotional ^jj+atrb+++=EXTRAWORD
support ^nn++++=support
( ^zz++++=(Peixoto
peixoto ^nn+++??+=EXTRAWORD
& ^zz++++=&
Ara ^np+++??+=Ara
jo ^np++++=jo,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012;
; ^zz++++=EXTRAWORD
Luria ^np+++??+=Luria,
, ^zz++++=EXTRAWORD
2008 ^cd++++=2008;
; ^zz++++=EXTRAWORD
Davydov ^np+++??+=Davydov,
, ^zz++++=EXTRAWORD
1999 ^cd+date+++=1999).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Similarly ^rb+cnj+++=Similarly,
, ^zz++++=EXTRAWORD
for ^in++++=for
teachers ^nns+nom+++=teachers,
, ^zz++++=EXTRAWORD
access ^nn++++=access
to ^in++++=to
equipment ^nn+nom+++=equipment
and ^cc++++=and
the ^ati++++=the
internet ^nn+++??+=internet
alone ^rb++++=alone
is ^vbz+bez+vrb++=is
insufficient ^jj+pred+++=insufficient
for ^in++++=for
the ^ati++++=the
effective ^jj+atrb+++=effective
pedagogical ^jj+atrb+++=pedagogical
integration ^nn+nom+++=integration
of ^in++++=of
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(ICT)
ict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
within ^in++++=within
their ^pp$+pp3+++=their
subject ^nn++++=subject
areas ^nns++++=areas;
; ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
must ^md+nec+++=must
also ^rb++splt++=also
develop ^vb++++=develop
the ^ati++++=the
requisite ^jj+atrb+++=requisite
knowledge ^nn++++=knowledge
and ^cc++++=and
skills ^nns++++=skills
to ^to++++=to
utilize ^vb++++=utilize
these ^dt+dem+++=these
resources ^nns++++=resources
effectively ^rb++++=effectively.
. ^zz++++=EXTRAWORD
