According ^in+cmpx+++=According
to ^in++++=to
Cgi.br ^np+++??+=CGI.br
( ^zz++++=(2019b),
2019b ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
56 ^cd++++=56%
% ^zz++++=EXTRAWORD
of ^in++++=of
teachers ^nns+nom+++=teachers
report ^nn++++=report
knowing ^vwbg+vprv++xvbg+=knowing
how ^wrb+who+whcl++=how
to ^to++++=to
manipulate ^nn+nom+++=manipulate
files ^nns++++=files
and ^cc++++=and
folders ^nns+nom+++=folders,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
29 ^cd++++=29%
% ^zz++++=EXTRAWORD
are ^vb+ber+vrb++=are
able ^jj++pmd"++=able
to ^to+jcmp+pmd++=to
create ^vb++++=create
files ^nns++++=files
for ^in++++=for
a ^at++++=a
slide ^nn++++=slide
show ^vb+vprv+++=show.
. ^zz++++=EXTRAWORD
Although ^cs+con+++=Although
these ^dt+pdem+++=these
are ^vb+ber+vrb++=are
basic ^jj+atrb+++=basic
digital ^jj+atrb+++=digital
tasks ^nns++++=tasks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
proportion ^nn+nom+++=proportion
of ^in++++=of
teachers ^nns+nom+++=teachers
proficient ^jj++++=proficient
in ^in++++=in
them ^pp3o+pp3+++=them
remains ^nns++++=remains
relatively ^rb++++=relatively
low ^jj++++=low.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
34 ^cd++++=34%
% ^zz++++=EXTRAWORD
of ^in++++=of
teachers ^nns+nom+++=teachers
over ^in++++=over
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
30 ^cd++++=30
have ^vb+hv+aux++=have
participated ^vprf+++xvbnx+=participated
in ^in++++=in
continuing ^xvbg+++xvbg+=continuing
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
54 ^cd++++=54%
% ^zz++++=EXTRAWORD
of ^in++++=of
teachers ^nns+nom+++=teachers
aged ^jj++++=aged
30 ^cd++++=30
or ^cc++++=or
younger ^jjr++++=younger
received ^jj+++xvbn+=received
some ^dti++++=some
instruction ^nn+nom+++=instruction
in ^in++++=in
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(ICT)
ict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
during ^in++++=during
their ^pp$+pp3+++=their
college ^nn++++=college
education ^nn+nom+++=education.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
70 ^cd++++=70%
% ^zz++++=EXTRAWORD
of ^in++++=of
teachers ^nns+nom+++=teachers
use ^vb++++=use
digital ^jj+atrb+++=digital
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(DICT)
dict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
exclusively ^rb++++=exclusively
for ^in++++=for
pedagogical ^jj+atrb+++=pedagogical
and ^cc+phrs+++=and
academic ^jj+atrb+++=academic
planning ^nn++++=planning
purposes ^nns++++=purposes.
. ^zz++++=EXTRAWORD
