The ^ati++++=The
specimens ^nns++++=specimens
examined ^vwbn+++xvbn+=examined
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
were ^vbd+bed+aux++=were
collected ^vpsv++agls+xvbnx+=collected
from ^in++++=from
relatively ^rb++++=relatively
deep ^jj+atrb+++=deep
lakes ^nns++++=lakes,
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
Nova ^np++++=Nova
and ^cc++++=and
Lim ^np+++??+=Lim
o ^zz++++=o,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
are ^vb+ber+aux++=are
characterized ^vpsv++by+xvbnx+=characterized
by ^in++++=by
ultraoligotrophic ^nn++++=ultraoligotrophic
to ^in++++=to
eutrophic ^jj+atrb+++=eutrophic
conditions ^nns+nom+++=conditions
and ^cc++++=and
circumneutral ^jj+atrb+++=circumneutral
ph ^nn++++=pH
levels ^nns++++=levels.
. ^zz++++=EXTRAWORD
