A ^at++++=A
game ^nn++++=game
in ^in++++=in
the ^ati++++=the
roda ^nn+++??+=roda
typically ^rb++++=typically
follows ^vbz+vprv+++=follows
a ^at++++=a
pattern ^nn++++=pattern
of ^in++++=of
alternating ^jj+atrb+++=alternating
attacks ^nns++++=attacks
and ^cc++++=and
escapes ^nns++++=escapes.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
one ^cd1++++=one
participant ^nn+nom+++=participant
initiates ^nns+nom+++=initiates
an ^at++++=an
attack ^nn++++=attack,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
likely ^jj+pred+++=likely
that ^tht+jcmp+++=that
the ^ati++++=the
other ^ap++++=other
will ^md+prd+++=will
respond ^vb++++=respond
with ^in++++=with
an ^at++++=an
attack ^nn++++=attack
in ^in++++=in
the ^ati++++=the
subsequent ^jj+atrb+++=subsequent
turn ^nn++++=turn.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
dynamic ^jj++++=dynamic
allows ^vbz++++=allows
both ^abx++++=both
participants ^nns+nom+++=participants
to ^to++++=to
express ^nns+nom+++=express
themselves ^ppls+pp3+++=themselves
physically ^rb++++=physically
within ^in++++=within
the ^ati++++=the
structure ^nn++++=structure
of ^in++++=of
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
Occasionally ^rb+cnj+++=Occasionally,
, ^zz++++=EXTRAWORD
a ^ap++++=a
few ^ap"++++=few
gingas ^nns+++??+=gingas
are ^vb+ber+aux++=are
incorporated ^vpsv++agls+xvbnx+=incorporated
between ^in++++=between
movements ^nns+nom+++=movements.
. ^zz++++=EXTRAWORD
the ^ati++++=The
typical ^jj+atrb+++=typical
sequence ^nn+nom+++=sequence
is ^vbz+bez+aux++=is
as ^ql++++=as
follows ^vbz+vprv+++=follows:
: ^zz++++=EXTRAWORD
