The ^ati++++=The
football ^nn++++=football
tournaments ^nns+nom+++=tournaments
involving ^vwbg+++xvbg+=involving
Timorese ^np+nom++??+=Timorese
teams ^nns++++=teams
in ^in++++=in
Dungannon ^np+++??+=Dungannon
and ^cc++++=and
Cookstown ^np+++??+=Cookstown
are ^vb+ber+aux++=are
scheduled ^vpsv++agls+xvbnx+=scheduled
to ^to+vcmp+++=to
coincide ^vbi++++=coincide
with ^in++++=with
dates ^nns++++=dates
of ^in++++=of
national ^jj+atrb+++=national
and ^cc+phrs+++=and
political ^jj+atrb+++=political
significance ^nn+nom+++=significance
in ^in++++=in
Timor ^np+++??+=Timor-Leste,
- ^zz++++=EXTRAWORD
leste ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
specifically ^rb++++=specifically
May ^md+pos+++=May
20 ^cd++++=20,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
marks ^vbz++++=marks
the ^ati++++=the
anniversary ^nn+nom+++=anniversary
of ^in++++=of
Independence ^nn+nom+++=Independence,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
August ^nr++++=August
30 ^cd++++=30,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
commemorates ^nns+nom+++=commemorates
the ^ati++++=the
anniversary ^nn+nom+++=anniversary
of ^in++++=of
the ^ati++++=the
1999 ^cd+date+++=1999
Referendum ^nn++++=Referendum
on ^in++++=on
Independence ^nn+nom+++=Independence.
. ^zz++++=EXTRAWORD
Figure ^nn++++=Figure
3 ^zz++++=3
presents ^nns++++=presents
two ^cd++++=two
photographs ^nns++++=photographs
of ^in++++=of
the ^ati++++=the
cup ^nn++++=cup
awarded ^vwbn+++xvbn+=awarded
to ^in++++=to
Fitun ^np+++??+=Fitun
Unidade ^np+++??+=Unidade
in ^in++++=in
the ^ati++++=the
2014 ^cd++++=2014
tournament ^nn+nom+++=tournament
held ^vbd+vprv++xvbn+=held
on ^in++++=on
May ^md+pos+++=May
20 ^cd++++=20,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
the ^ati++++=the
medals ^nns++++=medals
received ^vwbn+++xvbn+=received
by ^in++++=by
individual ^jj+atrb+++=individual
players ^nns+nom+++=players
for ^in++++=for
achievements ^nns+nom+++=achievements
such ^abl++++=such
as ^in++++=as
" ^zz++++="man
man ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
match ^nn++++=match"
" ^zz++++=EXTRAWORD
and ^cc++++=and
highest ^jjt+atrb+++=highest
goal ^nn++++=goal
scorer ^jjr++++=scorer.
. ^zz++++=EXTRAWORD
