The ^ati++++=The
material ^nn++++=material
for ^in++++=for
this ^dt+dem+++=this
study ^nn++++=study
was ^vbd+bedz+aux++=was
collected ^vpsv++agls+xvbnx+=collected
from ^in++++=from
both ^abx++++=both
lentic ^nn++++=lentic
and ^cc++++=and
lotic ^jj+atrb+++=lotic
environments ^nns+nom+++=environments
characterized ^jj++++=characterized
by ^in++++=by
oligotrophic ^nn++++=oligotrophic
and ^cc++++=and
alkaline ^jj+atrb+++=alkaline
conditions ^nns+nom+++=conditions.
. ^zz++++=EXTRAWORD
