Although ^cs+con+++=Although
this ^dt+dem+++=this
study ^nn++++=study
makes ^vbz++++=makes
a ^at++++=a
significant ^jj+atrb+++=significant
contribution ^nn+nom+++=contribution
to ^in++++=to
the ^ati++++=the
assessment ^nn+nom+++=assessment
of ^in++++=of
cognitive ^jj+atrb+++=cognitive
development ^nn+nom+++=development
in ^in++++=in
the ^ati++++=the
preschool ^nn+++??+=preschool
stage ^nn++++=stage
by ^in++++=by
presenting ^xvbg+++xvbg+=presenting
nine ^cd++++=nine
subtests ^nns+++??+=subtests
for ^in++++=for
educators ^nns++++=educators
to ^to++++=to
administer ^nn+nom+++=administer
and ^cc++++=and
providing ^xvbg+++xvbg+=providing
cut ^vbd+++xvbn+=cut-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
points ^nns++++=points
for ^in++++=for
evaluating ^xvbg+++xvbg+=evaluating
children ^nns++++=children's
's ^$++++=EXTRAWORD
progress ^nns+nom+++=progress,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
primary ^jj+atrb+++=primary
limitation ^nn+nom+++=limitation
is ^vbz+bez+vrb++=is
the ^ati++++=the
sample ^nn++++=sample
size ^nn++++=size
relative ^nn++++=relative
to ^in++++=to
the ^ati++++=the
national ^jj+atrb+++=national
population ^nn+nom+++=population.
. ^zz++++=EXTRAWORD
Future ^jjb+atrb+++=Future
research ^nn++++=research
should ^md+nec+++=should
address ^nns+nom+++=address
this ^dt+dem+++=this
limitation ^nn+nom+++=limitation
by ^in++++=by
including ^in++++=including
a ^at++++=a
larger ^jjr++++=larger
and ^cc++++=and
more ^rbr++++=more
representative ^jj+atrb+++=representative
sample ^nn++++=sample
from ^in++++=from
various ^jj+atrb+++=various
provinces ^nns++++=provinces
across ^in+pl+++=across
the ^ati++++=the
country ^nn++++=country.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
further ^jjb+atrb+++=further
studies ^nns++++=studies
could ^md+pos+++=could
employ ^vb++++=employ
statistical ^jj+atrb+++=statistical
measures ^nns++++=measures
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
Roc ^np+++??+=ROC
curve ^nn++++=curve
and ^cc++++=and
compare ^vb++++=compare
the ^ati++++=the
established ^nn++++=established
cut ^vbd+++xvbn+=cut-off
- ^zz++++=EXTRAWORD
off ^in+pl+++=EXTRAWORD
points ^nns++++=points
with ^in++++=with
those ^dt+dem+++=those
obtained ^jj+++xvbn+=obtained
from ^in++++=from
populations ^nns+nom+++=populations
of ^in++++=of
children ^nns++++=children
with ^in++++=with
special ^jj+atrb+++=special
educational ^jj+atrb+++=educational
needs ^nns++++=needs
or ^cc++++=or
developmental ^jj+atrb+++=developmental
delays ^nns++++=delays.
. ^zz++++=EXTRAWORD
