A ^at++++=A
critical ^jj+atrb+++=critical
approach ^nn++++=approach
to ^in++++=to
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
( ^zz++++=(EAP)
eap ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
redefines ^nns+++??+=redefines
the ^ati++++=the
roles ^nns++++=roles
of ^in++++=of
teachers ^nns+nom+++=teachers
and ^cc++++=and
students ^nns++++=students,
, ^zz++++=EXTRAWORD
positioning ^nn++++=positioning
teachers ^nns+nom+++=teachers
as ^in++++=as
transformative ^jj+atrb+++=transformative
practitioners ^nns+nom+++=practitioners
( ^zz++++=(Morgan,
morgan ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2009 ^cd++++=2009)
) ^zz++++=EXTRAWORD
and ^cc++++=and
students ^nns++++=students
as ^ql++++=as
legitimate ^nn+nom+++=legitimate
members ^nns+nom+++=members
of ^in++++=of
the ^ati++++=the
academic ^jj+atrb+++=academic
community ^nn+nom+++=community
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
also ^rb++++=also
capable ^jj+pred+++=capable
of ^in++++=of
acting ^xvbg+++xvbg+=acting
as ^ql++++=as
agents ^nns++++=agents
of ^in++++=of
change ^nn++++=change
( ^zz++++=(Benesch,
benesch ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
1996 ^cd+date+++=1996),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
rather ^rb+cnj+++=rather
than ^in++++=than
viewing ^xvbg+++xvbg+=viewing
them ^pp3o+pp3+++=them
solely ^rb++++=solely
as ^ql++++=as
technicians ^nns++++=technicians
and ^cc++++=and
novice ^nn++++=novice
participants ^nns+nom+++=participants.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
context ^nn++++=context,
, ^zz++++=EXTRAWORD
Critical ^jj+atrb+++=Critical
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
( ^zz++++=(CEAP)
ceap ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
represents ^vbz++++=represents
a ^at++++=a
valuable ^jj+atrb+++=valuable
strategy ^nn++++=strategy
in ^in++++=in
developing ^xvbg+++xvbg+=developing
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
prepares ^vbz++++=prepares
university ^nn+nom+++=university
students ^nns++++=students
not ^xnot++not++=not
only ^rb+down+++=only
for ^in++++=for
effective ^jj+atrb+++=effective
academic ^jj+atrb+++=academic
communication ^nn+nom+++=communication
but ^cc++++=but
also ^rb++++=also
for ^in++++=for
active ^jj+atrb+++=active
engagement ^nn+nom+++=engagement
in ^in++++=in
the ^ati++++=the
pursuit ^nn++++=pursuit
of ^in++++=of
scientific ^jj+atrb+++=scientific
equity ^nn++++=equity.
. ^zz++++=EXTRAWORD
