Data ^nns++++=Data
presented ^vwbn+++xvbn+=presented
in ^in++++=in
Figure ^nn++++=Figure
3 ^zz++++=3
indicate ^nn+nom+++=indicate
substantial ^jj+atrb+++=substantial
discrepancies ^nns++++=discrepancies
among ^in++++=among
participants ^nns+nom+++=participants
from ^in++++=from
different ^jj+atrb+++=different
countries ^nns++++=countries
and ^cc++++=and
regions ^nns++++=regions
regarding ^in++++=regarding
their ^pp$+pp3+++=their
perceptions ^nns+nom+++=perceptions
of ^in++++=of
contextual ^jj+atrb+++=contextual
factors ^nns++++=factors
that ^tht+rel+obj++=that
may ^md+pos+++=may
influence ^nn+nom+++=influence
the ^ati++++=the
publication ^nn+nom+++=publication
process ^nns+nom+++=process
in ^in++++=in
high ^jj++++=high-impact
- ^zz++++=EXTRAWORD
impact ^nn++++=EXTRAWORD
computer ^nn+nom+++=computer
science ^nn+nom+++=science
journals ^nns+nom+++=journals.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
75 ^cd++++=75%
% ^zz++++=EXTRAWORD
of ^in++++=of
Brazilian ^jj+atrb+++=Brazilian
participants ^nns+nom+++=participants
located ^vwbn+++xvbn+=located
in ^in++++=in
the ^ati++++=the
South ^nr+pl+++=South
identified ^vwbn+++xvbn+=identified
co ^nn++++=co-authorship
- ^zz++++=EXTRAWORD
authorship ^nn+nom+++=EXTRAWORD
with ^in++++=with
a ^at++++=a
well ^rb++++=well-known
- ^zz++++=EXTRAWORD
known ^jj+atrb++xvbn+=EXTRAWORD
researcher ^nn+nom+++=researcher
as ^in++++=as
a ^at++++=a
significant ^jj+atrb+++=significant
influence ^nn+nom+++=influence,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
50 ^cd++++=50%
% ^zz++++=EXTRAWORD
of ^in++++=of
participants ^nns+nom+++=participants
from ^in++++=from
both ^abx++++=both
the ^ati++++=the
South ^np+pl+++=South
and ^cc++++=and
Northeast ^np+++??+=Northeast
regions ^nns++++=regions
believed ^vbd+vprv++xvbn+=believed
that ^tht+vcmp+++=that
the ^ati++++=the
academic ^jj+atrb+++=academic
qualifications ^nns+nom+++=qualifications
of ^in++++=of
researchers ^nns+nom+++=researchers
affect ^vb++++=affect
the ^ati++++=the
likelihood ^nn+nom+++=likelihood
of ^in++++=of
paper ^nn++++=paper
acceptance ^nn+nom+++=acceptance.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
interviewees ^nns+nom+++=interviewees
in ^in++++=in
the ^ati++++=the
Southeast ^np+++??+=Southeast
region ^nn++++=region
considered ^vwbn+vprv++xvbn+=considered
four ^cd++++=four
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
five ^cd++++=five
contextual ^jj+atrb+++=contextual
factors ^nns++++=factors
examined ^vwbn+++xvbn+=examined
to ^to++++=to
be ^vbi++vrb++=be
influential ^jj+pred+++=influential,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
only ^rb+down+++=only
a ^at++++=a
small ^jj+atrb+++=small
number ^nn++++=number
of ^in++++=of
participants ^nns+nom+++=participants
residing ^vbg+++xvbg+=residing
abroad ^rb+pl+++=abroad
identified ^vpsv++agls+xvbn+=identified
two ^cd++++=two
factors ^nns++++=factors
as ^in++++=as
influential ^nn++++=influential.
. ^zz++++=EXTRAWORD
