The ^ati++++=The
material ^nn++++=material
was ^vbd+bedz+aux++=was
observed ^vpsv++agls+xvbnx+=observed
in ^in++++=in
all ^abn++++=all
lentic ^jj+atrb+++=lentic
and ^cc+phrs+++=and
lotic ^jj+atrb+++=lotic
environments ^nns+nom+++=environments
examined ^vwbn+++xvbn+=examined,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
a ^at++++=a
range ^nn++++=range
of ^in++++=of
trophic ^jj+atrb+++=trophic
states ^nns++++=states
from ^in++++=from
oligotrophic ^nn++++=oligotrophic
to ^in++++=to
hypertrophic ^jj++++=hypertrophic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
under ^in++++=under
conditions ^nns+nom+++=conditions
varying ^jj++++=varying
from ^in++++=from
acidic ^jj++++=acidic
to ^in++++=to
alkaline ^jj++++=alkaline.
. ^zz++++=EXTRAWORD
