According ^in+cmpx+++=According
to ^in++++=to
Oliveira ^np+++??+=Oliveira
et ^&fw++++=et
al ^&fw++++=al.
. ^zz++++=EXTRAWORD
( ^zz++++=(2016),
2016 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Cosmarium ^np+++??+=Cosmarium
contractum ^nn+++??+=contractum
var ^nn+++??+=var.
. ^zz++++=EXTRAWORD
sparsipunctatum ^nn+++??+=sparsipunctatum
can ^md+pos+++=can
be ^vb+be+aux++=be
distinguished ^vpsv++agls+xvbnx+=distinguished
from ^in++++=from
the ^ati++++=the
typical ^jj+atrb+++=typical
variety ^nn++++=variety
by ^in++++=by
its ^pp$+it+++=its
smaller ^jjr+atrb+++=smaller
size ^nn++++=size,
, ^zz++++=EXTRAWORD
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
a ^at++++=a
punctate ^nn+nom+++=punctate
cell ^nn++++=cell
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
elliptical ^jj+atrb+++=elliptical
semicells ^nns+++??+=semicells,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
more ^rbr++++=more
rounded ^jj+atrb+++=rounded
and ^cc+phrs+++=and
broader ^jjr+atrb+++=broader
isthmus ^nn++++=isthmus.
. ^zz++++=EXTRAWORD
