The ^ati++++=The
impact ^nn++++=impact
of ^in++++=of
culture ^nn++++=culture
and ^cc++++=and
education ^nn+nom+++=education
on ^in++++=on
neuropsychological ^jj+atrb+++=neuropsychological
test ^nn++++=test
performance ^nn+nom+++=performance
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
documented ^vpsv++agls+xvbnx+=documented
for ^in++++=for
several ^ap++++=several
years ^nns++++=years,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
regarding ^in++++=regarding
the ^ati++++=the
variability ^nn+nom+++=variability
observed ^vbd+++xvbn+=observed
among ^in++++=among
culturally ^rb++++=culturally
diverse ^jj+atrb+++=diverse
groups ^nns++++=groups
in ^in++++=in
domains ^nns++++=domains
such ^abl++++=such
as ^ql++++=as
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
visuospatial ^jj+atrb+++=visuospatial
skills ^nns++++=skills,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
intelligence ^nn+nom+++=intelligence
( ^zz++++=(Fog,
fog ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
variability ^nn+nom+++=variability
is ^vbz+bez+vrb++=is
a ^at++++=a
significant ^jj+atrb+++=significant
factor ^nn++++=factor
for ^in++++=for
the ^ati++++=the
scientific ^jj+atrb+++=scientific
community ^nn+nom+++=community
to ^to++++=to
consider ^nn+nom+++=consider,
, ^zz++++=EXTRAWORD
as ^ql++++=as
it ^pp3+it+++=it
affects ^vbz++++=affects
the ^ati++++=the
validity ^nn+nom+++=validity
and ^cc++++=and
standardization ^nn+nom+++=standardization
of ^in++++=of
neuropsychological ^jj+atrb+++=neuropsychological
assessments ^nns+nom+++=assessments,
, ^zz++++=EXTRAWORD
the ^ati++++=the
accurate ^jj+atrb+++=accurate
classification ^nn+nom+++=classification
of ^in++++=of
neuropsychological ^jj+atrb+++=neuropsychological
disorders ^nns+nom+++=disorders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
appropriate ^jj+atrb+++=appropriate
therapeutic ^jj+atrb+++=therapeutic
and ^cc+phrs+++=and
educational ^jj+atrb+++=educational
interventions ^nns+nom+++=interventions,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
in ^in++++=in
countries ^nns++++=countries
with ^in++++=with
high ^jj+atrb+++=high
levels ^nns++++=levels
of ^in++++=of
immigration ^nn+nom+++=immigration
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
United ^np++++=United
States ^nns++++=States
and ^cc++++=and
those ^dt+dem+++=those
within ^in++++=within
the ^ati++++=the
European ^jj+atrb+++=European
Community ^nn+nom+++=Community
 ^zz++++=(Mercado
Mercado ^np++++=EXTRAWORD
Et ^&fw++++=et
Al ^&fw++++=al.,
 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
019 ^cd++++=2019).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
