A ^at++++=A
variety ^nn++++=variety
of ^in++++=of
semiotic ^jj+atrb+++=semiotic
resources ^nns++++=resources
were ^vbd+bed+aux++=were
utilized ^vpsv++agls+xvbnx+=utilized
in ^in++++=in
the ^ati++++=the
branding ^nn++++=branding
of ^in++++=of
each ^dt++++=each
club ^nn++++=club,
, ^zz++++=EXTRAWORD
with ^in++++=with
each ^dt++++=each
club ^nn++++=club
employing ^vwbg+++xvbg+=employing
unique ^jj+atrb+++=unique
colors ^nns++++=colors
and ^cc++++=and
a ^at++++=a
distinct ^jj+atrb+++=distinct
logo ^nn+++??+=logo
to ^to++++=to
establish ^vbi+vprv+++=establish
a ^at++++=a
specific ^jj+atrb+++=specific
identity ^nn+nom+++=identity.
. ^zz++++=EXTRAWORD
Figure ^nn++++=Figure
1 ^zz++++=1
presents ^vbz++++=presents
the ^ati++++=the
logos ^nns+++??+=logos
of ^in++++=of
Fc ^np+++??+=FC
Lao ^np++++=Lao
Rai ^np+++??+=Rai
United ^np++++=United,
 ^zz++++=EXTRAWORD
Ramkabian ^np++++=Ramkabian,
 ^zz++++=EXTRAWORD
And ^cc+cls+++=and
The ^ati++++=the
Young ^jj+atrb+++=Young
Crocs ^np++++=Crocs.
 ^zz++++=EXTRAWORD
