Although ^cs+con+++=Although
quantitative ^jj+atrb+++=quantitative
and ^cc+phrs+++=and
qualitative ^jj+atrb+++=qualitative
methods ^nns++++=methods
are ^vb+ber+aux++=are
often ^rb++splt++=often
contrasted ^vpsv++agls+xvbnx+=contrasted,
, ^zz++++=EXTRAWORD
both ^abx++++=both
methodologies ^nns+++??+=methodologies
serve ^vb++++=serve
important ^jj+atrb+++=important
and ^cc+phrs+++=and
complementary ^jj+atrb+++=complementary
roles ^nns++++=roles
in ^in++++=in
educational ^jj+atrb+++=educational
research ^nn++++=research
( ^zz++++=(Snell
snell ^np++++=EXTRAWORD
& ^zz++++=&
Lefstein ^np+++??+=Lefstein,
, ^zz++++=EXTRAWORD
2011 ^cd++++=2011).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Systematic ^jj++++=Systematic
coding ^xvbg+++xvbg+=coding
provides ^vbz+vsua+++=provides
a ^at++++=a
structured ^jj+atrb++xvbn+=structured
approach ^nn++++=approach
for ^in++++=for
managing ^xvbg+++xvbg+=managing
large ^jj+atrb+++=large
data ^nns++++=data
sets ^nns++++=sets
and ^cc++++=and
identifying ^jj+atrb++xvbg+=identifying
general ^jj+atrb+++=general
patterns ^nns++++=patterns
across ^in+pl+++=across
multiple ^jj+atrb+++=multiple
lessons ^nns++++=lessons
or ^cc++++=or
tasks ^nns++++=tasks,
, ^zz++++=EXTRAWORD
enabling ^vbg+nom++xvbg+=enabling
statistical ^jj+atrb+++=statistical
comparisons ^nns++++=comparisons
and ^cc++++=and
developmental ^jj+atrb+++=developmental
analyses ^nns++++=analyses
( ^zz++++=(Mercer
mercer ^np++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2004 ^cd++++=2004).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
sociocultural ^jj+atrb+++=sociocultural
discourse ^nn++++=discourse
analysis ^nn++++=analysis
facilitates ^nns+nom+++=facilitates
a ^at++++=a
detailed ^jj++++=detailed
and ^cc++++=and
multi ^nn+++??+=multi-dimensional
- ^zz++++=EXTRAWORD
dimensional ^jj+atrb+++=EXTRAWORD
examination ^nn+nom+++=examination
of ^in++++=of
the ^ati++++=the
complexities ^nns+nom+++=complexities
inherent ^jj++++=inherent
in ^in++++=in
classroom ^nn++++=classroom
dialogue ^nn++++=dialogue
( ^zz++++=(Asterhan
asterhan ^jj++++=EXTRAWORD
et ^&fw++++=et
al ^&fw++++=al.,
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Whereas ^cs+sub+++=Whereas
systematic ^jj++++=systematic
coding ^xvbg+++xvbg+=coding
reduces ^vbz++++=reduces
discursive ^jj+atrb+++=discursive
interactions ^nns+nom+++=interactions
to ^in++++=to
measurable ^jj+atrb+++=measurable
variables ^nns++++=variables
consistent ^jj++++=consistent
with ^in++++=with
a ^at++++=a
positivist ^nn+nom+++=positivist
framework ^nn++++=framework,
, ^zz++++=EXTRAWORD
sociocultural ^jj+atrb+++=sociocultural
discourse ^nn++++=discourse
analysis ^nn++++=analysis
captures ^vbz++++=captures
the ^ati++++=the
complexity ^nn+nom+++=complexity
and ^cc++++=and
interpretative ^jj+atrb+++=interpretative
depth ^nn++++=depth
of ^in++++=of
discursive ^jj+atrb+++=discursive
exchanges ^nns++++=exchanges.
. ^zz++++=EXTRAWORD
