According ^in+cmpx+++=According
to ^in++++=to
data ^nns++++=data
from ^in++++=from
the ^ati++++=the
National ^jj+atrb+++=National
Institute ^nn++++=Institute
for ^in++++=for
Educational ^jj+atrb+++=Educational
Studies ^nns++++=Studies
and ^cc++++=and
Research ^nn++++=Research
An ^at++++=An
sio ^nn+++??+=sio
Teixeira ^np+++??+=Teixeira
( ^zz++++=(INEP),
inep ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
as ^in++++=as
reported ^nn++++=reported
by ^in++++=by
the ^ati++++=the
website ^nn++++=website
Terra ^&fw++++=Terra
( ^zz++++=(n.d.),
n.d. ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
state ^nn++++=state
of ^in++++=of
Amazonas ^np+++??+=Amazonas
in ^in++++=in
northern ^np++++=northern
Brazil ^np++++=Brazil
invested ^vbd+++xvbn+=invested
R ^zz++++=R$
$ ^zz++++=EXTRAWORD
3,075.89 ^cd++++=3,075.89
per ^in++++=per
student ^nn++++=student
annually ^rb+cnj+++=annually,
, ^zz++++=EXTRAWORD
whereas ^cs+sub+++=whereas
Santa ^&fw++++=Santa
Catarina ^np+++??+=Catarina,
, ^zz++++=EXTRAWORD
a ^at++++=a
southern ^jj+atrb+++=southern
state ^nn++++=state,
, ^zz++++=EXTRAWORD
invested ^j+++xvbn+=invested
R ^zz++++=R$
$ ^zz++++=EXTRAWORD
6,829.52 ^cd++++=6,829.52
per ^in++++=per
student ^nn++++=student.
. ^zz++++=EXTRAWORD
Given ^vpbn+v++xvbn+=Given
the ^ati++++=the
complexity ^nn+nom+++=complexity
of ^in++++=of
educational ^jj+atrb+++=educational
systems ^nns++++=systems,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
cannot ^md+pos+not++=cannot
be ^vb+be+aux++=be
conclusively ^rb++splt++=conclusively
stated ^vpsv++agls+xvbnx+=stated
that ^tht+vcmp+++=that
students ^nns++++=students
from ^in++++=from
the ^ati++++=the
North ^np+pl+++=North
are ^vb+ber+aux++=are
less ^rbr++splt++=less
prepared ^vpsv++agls+xvbnx+=prepared
for ^in++++=for
international ^jj++++=international
academic ^jj++++=academic
writing ^jj+++xvbg+=writing
than ^in++++=than
those ^dt+dem+++=those
from ^in++++=from
the ^ati++++=the
South ^np+pl+++=South
solely ^rb++++=solely
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
differences ^nns+nom+++=differences
in ^in++++=in
public ^jj+atrb+++=public
education ^nn+nom+++=education
funding ^vwbg+++xvbg+=funding.
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
contextual ^jj+atrb+++=contextual
factors ^nns++++=factors
such ^abl++++=such
as ^ql++++=as
economic ^jj+atrb+++=economic
and ^cc+phrs+++=and
political ^jj+atrb+++=political
conditions ^nns+nom+++=conditions
should ^md+nec+++=should
be ^vb+be+aux++=be
taken ^vpsv++agls+xvbnx+=taken
into ^in++++=into
account ^nn++++=account
during ^in++++=during
the ^ati++++=the
needs ^nns++++=needs
analysis ^nn++++=analysis
for ^in++++=for
courses ^nns++++=courses
in ^in++++=in
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
( ^zz++++=(CEAP).
ceap ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
As ^in++++=As
demonstrated ^nn++++=demonstrated
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study,
, ^zz++++=EXTRAWORD
information ^nn+nom+++=information
and ^cc++++=and
communication ^nn+nom+++=communication
technologies ^nns+++??+=technologies
( ^zz++++=(ICT)
ict ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
can ^md+pos+++=can
assist ^vb++++=assist
teachers ^nns+nom+++=teachers
and ^cc++++=and
course ^nn++++=course
developers ^nns+nom+++=developers
in ^in++++=in
remotely ^rb++++=remotely
investigating ^vbg+++xvbg+=investigating
how ^wrb+who+++=how
these ^dt+dem+++=these
contextual ^nn+nom+++=contextual
factors ^nns++++=factors
affect ^vb++++=affect
specific ^jj+atrb+++=specific
educational ^jj+atrb+++=educational
environments ^nns+nom+++=environments.
. ^zz++++=EXTRAWORD
