Although ^cs+con+++=Although
the ^ati++++=the
roda ^nn+++??+=roda
is ^vbz+bez+aux++=is
characterized ^vpsv++by+xvbnx+=characterized
by ^in++++=by
a ^at++++=a
culturally ^rb++++=culturally
specific ^jj+atrb+++=specific
lexicon ^nn+++??+=lexicon,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
primarily ^rb+down+++=primarily
functions ^nns+nom+++=functions
as ^in++++=as
a ^at++++=a
space ^nn++++=space
for ^in++++=for
non ^&fw++++=non-verbal
- ^zz++++=EXTRAWORD
verbal ^jj+atrb+++=EXTRAWORD
bodily ^jj+atrb+++=bodily
interaction ^nn+nom+++=interaction,
, ^zz++++=EXTRAWORD
with ^in++++=with
communication ^nn+nom+++=communication
occurring ^vwbg+++xvbg+=occurring
largely ^rb++++=largely
through ^in++++=through
physical ^jj+atrb+++=physical
gestures ^nns++++=gestures.
. ^zz++++=EXTRAWORD
These ^dt+pdem+++=These
include ^vb++++=include
actions ^nns+nom+++=actions
such ^abl++++=such
as ^ql++++=as
the ^ati++++=the
initial ^jj+atrb+++=initial
invitation ^nn+nom+++=invitation
to ^to+ncmp+++=to
participate ^nn+nom+++=participate
and ^cc++++=and
the ^ati++++=the
concluding ^jj+atrb++xvbg+=concluding
gestures ^nns++++=gestures
of ^in++++=of
submission ^nn++++=submission,
, ^zz++++=EXTRAWORD
all ^abn++++=all
of ^in++++=of
which ^whp+rel+pied++=which
are ^vb+ber+vrb++=are
culturally ^rb++++=culturally
significant ^jj+pred+++=significant
and ^cc++++=and
must ^md+nec+++=must
be ^vb+be+aux++=be
learned ^vpsv++by+xvbnx+=learned
by ^in++++=by
capoeiristas ^nns+++??+=capoeiristas.
. ^zz++++=EXTRAWORD
In ^in++++=In
this ^dt+dem+++=this
context ^nn++++=context,
, ^zz++++=EXTRAWORD
Sophie ^np++++=Sophie
s ^zz++++=s
use ^nn++++=use
of ^in++++=of
both ^abx++++=both
verbal ^jj+atrb+++=verbal
and ^cc+phrs+++=and
gestural ^jj+atrb+++=gestural
apology ^nn++++=apology
to ^in++++=to
Mestre ^np+++??+=Mestre
Jo ^np++++=Jo
o ^zz++++=o
is ^vbz+bez+vrb++=is
atypical ^jj+pred+++=atypical.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
a ^at++++=a
fundamental ^jj+atrb+++=fundamental
aspect ^nn++++=aspect
of ^in++++=of
the ^ati++++=the
roda ^nn+++??+=roda
and ^cc++++=and
capoeira ^jj+atrb++??+=capoeira
practice ^nn++++=practice
more ^rbr++++=more
broadly ^rb+down+++=broadly
is ^vbz+bez+vrb++=is
the ^ati++++=the
integration ^nn+nom+++=integration
of ^in++++=of
bodily ^jj+atrb+++=bodily
movement ^nn+nom+++=movement
with ^in++++=with
music ^nn++++=music,
, ^zz++++=EXTRAWORD
as ^in++++=as
the ^ati++++=the
music ^nn++++=music
establishes ^vbz+vprv+++=establishes
the ^ati++++=the
rhythm ^nn++++=rhythm
and ^cc++++=and
tempo ^nn++++=tempo
that ^tht+rel+subj++=that
guide ^vb++++=guide
the ^ati++++=the
participants ^nns+nom+++=participants
physical ^jj+atrb+++=physical
interactions ^nns+nom+++=interactions.
. ^zz++++=EXTRAWORD
