Although ^cs+con+++=Although
a ^at++++=a
game ^nn++++=game
of ^in++++=of
capoeira ^nn+++??+=capoeira
may ^md+pos+++=may
initially ^rb+tm+++=initially
appear ^vb+seem+++=appear
to ^to+vcmp+++=to
be ^vbi++vrb++=be
an ^at++++=an
improvised ^jj+atrb++xvbn+=improvised
activity ^nn+nom+++=activity,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
in ^in++++=in
fact ^nn++++=fact,
, ^zz++++=EXTRAWORD
a ^at++++=a
highly ^rb+amp+++=highly
organized ^jj+atrb++xvbn+=organized
event ^nn++++=event
in ^in++++=in
which ^whp+rel+pied++=which
each ^dt++++=each
participant ^nn+nom+++=participant
assumes ^vbz+vprv+++=assumes
specific ^jj+atrb+++=specific
roles ^nns++++=roles.
. ^zz++++=EXTRAWORD
These ^dt+dem+++=These
roles ^nns++++=roles
are ^vb+ber+aux++=are
determined ^vpsv++by+xvbnx+=determined
by ^in++++=by
the ^ati++++=the
traditions ^nns+nom+++=traditions
of ^in++++=of
each ^ppls++++=each
school ^npl++++=school
and ^cc++++=and
may ^md+pos+++=may
exhibit ^vb++++=exhibit
minor ^jj+atrb+++=minor
variations ^nns+nom+++=variations;
; ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
the ^ati++++=the
overall ^jjb+atrb+++=overall
structure ^nn++++=structure
is ^vbz+bez+vrb++=is
consistent ^jj+pred+++=consistent
across ^in+pl+++=across
different ^jj+atrb+++=different
schools ^nns++++=schools
and ^cc++++=and
styles ^nns++++=styles.
. ^zz++++=EXTRAWORD
