The ^ati++++=The
processes ^nns+nom+++=processes
of ^in++++=of
right ^jj++++=right-left
- ^zz++++=EXTRAWORD
left ^jj+atrb++xvbn+=EXTRAWORD
orientation ^nn+nom+++=orientation,
, ^zz++++=EXTRAWORD
verbal ^jj+atrb+++=verbal
regulation ^nn+nom+++=regulation,
, ^zz++++=EXTRAWORD
spatial ^jj+atrb+++=spatial
orientation ^nn+nom+++=orientation,
, ^zz++++=EXTRAWORD
object ^nn++++=object
and ^cc++++=and
drawing ^xvbg+++xvbg+=drawing
naming ^vbg+++xvbg+=naming,
, ^zz++++=EXTRAWORD
identification ^nn+nom+++=identification
of ^in++++=of
similarities ^nns+nom+++=similarities
and ^cc++++=and
differences ^nns+nom+++=differences,
, ^zz++++=EXTRAWORD
as ^cc+cls+++=as
well ^rb++++=well
as ^cc"++++=as
numerical ^jj+atrb+++=numerical
operations ^nns+nom+++=operations,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
found ^vpsv++agls+xvbnx+=found
to ^to+vcmp+++=to
be ^vbi++vrb++=be
predictors ^nns++++=predictors
of ^in++++=of
intellectual ^jj+atrb+++=intellectual
performance ^nn+nom+++=performance
in ^in++++=in
preschool ^nn+++??+=preschool
children ^nns++++=children
from ^in++++=from
both ^abx++++=both
Sancti ^np+++??+=Sancti
Sp ^&fo++++=Sp
Ritus ^nns++++=ritus
And ^cc++++=and
Cienfuegos ^np++++=Cienfuegos
Provinces ^nns++++=provinces
 ^zz++++=(Table
Table ^np++++=EXTRAWORD
 ^zz++++=3).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
