A ^at++++=A
database ^nn+++??+=database
comprising ^vwbg+++xvbg+=comprising
1,720 ^cd++++=1,720
scientific ^jj+atrb+++=scientific
journals ^nns+nom+++=journals
published ^vbd+++xvbn+=published
in ^in++++=in
Latin ^jj+atrb+++=Latin
America ^np++++=America
and ^cc++++=and
the ^ati++++=the
Caribbean ^np+nom++??+=Caribbean
and ^cc++++=and
indexed ^vpsv++agls+xvbn+=indexed
in ^in++++=in
Scielo ^np+++??+=SciELO
and ^cc++++=and/or
Redalyc ^np+++??+=Redalyc
was ^vbd+bedz+aux++=was
constructed ^vpsv++agls+xvbnx+=constructed
within ^in++++=within
the ^ati++++=the
framework ^nn++++=framework
of ^in++++=of
Oliva ^np+++??+=OLIVA.
. ^zz++++=EXTRAWORD
The ^ati++++=The
study ^nn++++=study
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
at ^rb++++=at
two ^cd++++=two
levels ^nns++++=levels:
: ^zz++++=EXTRAWORD
the ^ati++++=the
journal ^nn++++=journal
level ^nn++++=level
and ^cc++++=and
the ^ati++++=the
document ^nn+nom+++=document
level ^nn++++=level.
. ^zz++++=EXTRAWORD
The ^ati++++=The
primary ^jj+atrb+++=primary
objective ^nn++++=objective
was ^vbd+bedz+vrb++=was
to ^in++++=to
map ^nn++++=map
this ^dt+dem+++=this
circuit ^nn++++=circuit
of ^in++++=of
quality ^nn+nom+++=quality
scientific ^jj+atrb+++=scientific
literature ^nn++++=literature
by ^in++++=by
examining ^nn++++=examining
existing ^vwbg+++xvbg+=existing
forms ^nns++++=forms
of ^in++++=of
co ^nn++++=co-authorship,
- ^zz++++=EXTRAWORD
authorship ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
disciplinary ^nn+nom+++=disciplinary
characteristics ^nns++++=characteristics,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
publication ^nn+nom+++=publication
languages ^nns+nom+++=languages.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
section ^nn+nom+++=section
of ^in++++=of
this ^dt+dem+++=this
article ^nn++++=article
provides ^vbz+vsua+++=provides
a ^at++++=a
detailed ^jj+atrb+++=detailed
description ^nn+nom+++=description
of ^in++++=of
the ^ati++++=the
journals ^nns+nom+++=journals
included ^vbd+++xvbn+=included
in ^in++++=in
the ^ati++++=the
constructed ^jj+atrb++xvbn+=constructed
database ^nn+++??+=database
( ^zz++++=(SciELO
scielo ^nn+++??+=EXTRAWORD
and ^cc++++=and
Redalyc ^np+++??+=Redalyc).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Subsequently ^rb+cnj+++=Subsequently,
, ^zz++++=EXTRAWORD
the ^ati++++=the
publishing ^jj+atrb++xvbg+=publishing
institutions ^nns+nom+++=institutions
of ^in++++=of
these ^dt+dem+++=these
journals ^nns+nom+++=journals
are ^vb+ber+aux++=are
characterized ^vpsv++agls+xvbnx+=characterized,
, ^zz++++=EXTRAWORD
with ^in++++=with
particular ^jj+atrb+++=particular
attention ^nn+nom+++=attention
to ^in++++=to
their ^pp$+pp3+++=their
predominantly ^rb++++=predominantly
public ^jj+atrb+++=public
status ^nn++++=status
and ^cc++++=and
the ^ati++++=the
extent ^nn++++=extent
of ^in++++=of
self ^nn++++=self-management
- ^zz++++=EXTRAWORD
management ^nn+nom+++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
academic ^jj+atrb+++=academic
community ^nn+nom+++=community.
. ^zz++++=EXTRAWORD
An ^at++++=An
empirical ^jj+atrb+++=empirical
classification ^nn+nom+++=classification
of ^in++++=of
the ^ati++++=the
journals ^nns+nom+++=journals
disciplines ^nns++++=disciplines
was ^vbd+bedz+aux++=was
performed ^vpsv++agls+xvbnx+=performed
based ^xvbn+++xvbn+=based
on ^in++++=on
information ^nn+nom+++=information
available ^jj++++=available
on ^in++++=on
their ^pp$+pp3+++=their
respective ^jj+atrb+++=respective
websites ^nns++++=websites,
, ^zz++++=EXTRAWORD
due ^jj+cmpx+++=due
to ^to+jcmp+++=to
limitations ^nns+nom+++=limitations
in ^in++++=in
the ^ati++++=the
disciplinary ^nn+nom+++=disciplinary
cataloging ^xvbg+++xvbg+=cataloging
provided ^vpsv++by+xvbn+=provided
by ^in++++=by
the ^ati++++=the
indexing ^jj+atrb++xvbg+=indexing
databases ^nns+++??+=databases.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
classification ^nn+nom+++=classification
indicated ^vbd+vprv++xvbn+=indicated
that ^tht+vcmp+++=that
the ^ati++++=the
indexed ^jj+atrb++xvbn+=indexed
production ^nn+nom+++=production
is ^vbz+bez+aux++=is
broadly ^rb+down+splt++=broadly
distributed ^vpsv++agls+xvbnx+=distributed,
, ^zz++++=EXTRAWORD
with ^in++++=with
approximately ^rb+down+++=approximately
half ^nn++++=half
of ^in++++=of
the ^ati++++=the
documents ^nns+nom+++=documents
originating ^vwbg+++xvbg+=originating
from ^in++++=from
the ^ati++++=the
Social ^jj+atrb+++=Social
Sciences ^nns+nom+++=Sciences
and ^cc++++=and
Humanities ^nns+nom+++=Humanities,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
other ^ap++++=other
half ^nn++++=half
from ^in++++=from
Engineering ^nn++++=Engineering,
, ^zz++++=EXTRAWORD
Natural ^jj+atrb+++=Natural
Sciences ^nns+nom+++=Sciences,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Health ^nn++++=Health
and ^cc++++=and
Biological ^jj+atrb+++=Biological
Sciences ^nns+nom+++=Sciences.
. ^zz++++=EXTRAWORD
Patterns ^nns++++=Patterns
of ^in++++=of
co ^nn++++=co-authorship
- ^zz++++=EXTRAWORD
authorship ^nn+nom+++=EXTRAWORD
and ^cc++++=and
various ^jj+atrb+++=various
levels ^nns++++=levels
of ^in++++=of
collaboration ^nn+nom+++=collaboration
global ^jj++++=global,
, ^zz++++=EXTRAWORD
regional ^jj++++=regional
( ^zz++++=(Latin
latin ^jj+atrb+++=EXTRAWORD
America ^np++++=America),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
national ^jj++++=national
were ^vbd+bed+aux++=were
then ^rn+tm+splt++=then
analyzed ^vpsv++agls+xvbnx+=analyzed.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
language ^nn+nom+++=language
patterns ^nns++++=patterns
within ^in++++=within
the ^ati++++=the
corpus ^nn++++=corpus
were ^vbd+bed+aux++=were
examined ^vpsv++agls+xvbnx+=examined,
, ^zz++++=EXTRAWORD
revealing ^vbg+nom++xvbg+=revealing
an ^at++++=an
increase ^nn++++=increase
in ^in++++=in
journals ^nns+nom+++=journals
publishing ^vwbg+++xvbg+=publishing
in ^in++++=in
English ^nn++++=English
and ^cc++++=and
the ^ati++++=the
emergence ^nn+nom+++=emergence
of ^in++++=of
multilingualism ^nn+nom+++=multilingualism
in ^in++++=in
journals ^nns+nom+++=journals
that ^tht+rel+subj++=that
have ^vb+hv+aux++=have
begun ^vwbn+++xvbn+=begun
to ^in++++=to
publish ^nn++++=publish
in ^in++++=in
multiple ^jj+atrb+++=multiple
languages ^nns+nom+++=languages.
. ^zz++++=EXTRAWORD
