A ^at++++=A
simple ^jj+atrb+++=simple
linear ^jj+atrb+++=linear
regression ^nn++++=regression
analysis ^nn++++=analysis
was ^vbd+bedz+aux++=was
conducted ^vpsv++agls+xvbnx+=conducted
using ^vbg+++xvbg+=using
neuropsychological ^jj+atrb+++=neuropsychological
test ^nn++++=test
scores ^nns++++=scores
from ^in++++=from
two ^cd++++=two
provinces ^nns++++=provinces.
. ^zz++++=EXTRAWORD
Neuropsychological ^np+++??+=Neuropsychological
variables ^nns++++=variables
served ^vbd+++xvbn+=served
as ^ql++++=as
predictors ^nns++++=predictors
( ^zz++++=(independent
independent ^jj+atrb+++=EXTRAWORD
variables ^nns++++=variables),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
intellectual ^jj+atrb+++=intellectual
performance ^nn+nom+++=performance,
, ^zz++++=EXTRAWORD
as ^in++++=as
measured ^nn++++=measured
by ^in++++=by
the ^ati++++=the
Raven ^np++++=Raven's
's ^$++++=EXTRAWORD
Progressive ^jj+atrb+++=Progressive
Matrices ^nns++++=Matrices
( ^zz++++=(nonverbal)
nonverbal ^jj++++=EXTRAWORD
) ^zz++++=EXTRAWORD
for ^in++++=for
preschoolers ^nns+nom+++=preschoolers,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
dependent ^jj+atrb+++=dependent
variable ^nn++++=variable.
. ^zz++++=EXTRAWORD
Results ^nns++++=Results
were ^vbd+bed+aux++=were
presented ^vpsv++agls+xvbnx+=presented
using ^vbg+++xvbg+=using
a ^at++++=a
radial ^jj+atrb+++=radial
graph ^nn++++=graph
to ^to++++=to
illustrate ^nn+nom+++=illustrate
the ^ati++++=the
neuropsychological ^jj+atrb+++=neuropsychological
profiles ^nns++++=profiles,
, ^zz++++=EXTRAWORD
highlighting ^jj+atrb++xvbg+=highlighting
relative ^jj+atrb+++=relative
strengths ^nns++++=strengths
and ^cc++++=and
weaknesses ^nns+nom+++=weaknesses
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
provinces ^nns++++=provinces.
. ^zz++++=EXTRAWORD
Statistical ^jj+atrb+++=Statistical
significance ^nn+nom+++=significance
was ^vbd+bedz+aux++=was
determined ^vpsv++agls+xvbnx+=determined
at ^rb++++=at
a ^at++++=a
threshold ^nn++++=threshold
of ^in++++=of
p ^zz++++=p
< ^zz++++=<
0.05 ^nn+++??+=0.05,
, ^zz++++=EXTRAWORD
with ^in++++=with
values ^nns++++=values
below ^in+pl+++=below
this ^dt+dem+++=this
level ^nn++++=level
indicating ^vbg+vprv++xvbg+=indicating
significant ^jj+atrb+++=significant
differences ^nns+nom+++=differences.
. ^zz++++=EXTRAWORD
