A ^at++++=A
completely ^rb+amp+++=completely
randomized ^jj+++xvbn+=randomized
factorial ^jj+atrb+++=factorial
experimental ^jj+atrb+++=experimental
design ^nn++++=design
was ^vbd+bedz+aux++=was
employed ^vpsv++agls+xvbnx+=employed,
, ^zz++++=EXTRAWORD
incorporating ^vbg+++xvbg+=incorporating
two ^cd++++=two
storage ^nn+nom+++=storage
conditions ^nns+nom+++=conditions
( ^zz++++=(non-stored
non ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
stored ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
stored ^vbd+++xvbn+=stored
pyrenes ^nns+++??+=pyrenes)
) ^zz++++=EXTRAWORD
and ^cc++++=and
six ^cd++++=six
pretreatments ^nns+nom+++=pretreatments
( ^zz++++=(control;
control ^nn++++=EXTRAWORD
; ^zz++++=EXTRAWORD
approximately ^rb+down+++=approximately
25 ^cd++++=25
C ^zz++++=C
for ^in++++=for
24 ^cd++++=24,
, ^zz++++=EXTRAWORD
48 ^cd++++=48,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
72 ^cd++++=72
hours ^nns++++=hours;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hot ^jj+atrb+++=hot
water ^nn++++=water
at ^in++++=at
75 ^cd++++=75
C ^zz++++=C
for ^in++++=for
5 ^zz++++=5
and ^cc++++=and
10 ^cd++++=10
minutes ^nns++++=minutes).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
treatment ^nn+nom+++=treatment
and ^cc++++=and
control ^nn++++=control
group ^nn++++=group
consisted ^vbd+++xvbn+=consisted
of ^in++++=of
four ^cd++++=four
replicates ^nns+nom+++=replicates,
, ^zz++++=EXTRAWORD
with ^in++++=with
25 ^cd++++=25
pyrenes ^nns+++??+=pyrenes
per ^nnu++++=per
replicate ^nn+nom+++=replicate,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
a ^at++++=a
total ^nn++++=total
of ^in++++=of
100 ^cd++++=100
individual ^jj+atrb+++=individual
pyrenes ^nns++++=pyrenes
per ^nnu++++=per
treatment ^nn+nom+++=treatment
and ^cc++++=and
control ^nn++++=control.
. ^zz++++=EXTRAWORD
