The ^ati++++=The
present ^jj+atrb+++=present
study ^nn++++=study
found ^vbd+vprv++xvbn+=found
that ^tht+vcmp+++=that
the ^ati++++=the
neuropsychological ^jj+atrb+++=neuropsychological
performance ^nn+nom+++=performance
of ^in++++=of
participants ^nns+nom+++=participants
from ^in++++=from
Sancti ^np+++??+=Sancti
Sp ^&fo++++=Sp
ritus ^nns+++??+=ritus
was ^vbd+bedz+vrb++=was
significantly ^rb++++=significantly
superior ^jj+pred+++=superior
to ^in++++=to
that ^dt+dem+++=that
of ^in++++=of
participants ^nns+nom+++=participants
from ^in++++=from
Cienfuegos ^np+++??+=Cienfuegos
in ^in++++=in
tests ^nns++++=tests
assessing ^vwbg+++xvbg+=assessing
executive ^jj+atrb+++=executive
functions ^nns+nom+++=functions
( ^zz++++=(including
including ^in++++=EXTRAWORD
manual ^jj+atrb+++=manual
motor ^nn++++=motor
skills ^nns++++=skills,
, ^zz++++=EXTRAWORD
gestures ^nns++++=gestures
and ^cc++++=and
praxis ^nns+++??+=praxis,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
verbal ^jj+atrb+++=verbal
regulation ^nn+nom+++=regulation),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
language ^nn+nom+++=language
abilities ^nns+nom+++=abilities
( ^zz++++=(such
such ^abl++++=EXTRAWORD
as ^ql++++=as
object ^vb++++=object
and ^cc++++=and
figure ^nn++++=figure
naming ^vwbg+++xvbg+=naming,
, ^zz++++=EXTRAWORD
phonemic ^jj+atrb+++=phonemic
discrimination ^nn+nom+++=discrimination,
, ^zz++++=EXTRAWORD
image ^nn++++=image
vocabulary ^nn+nom+++=vocabulary,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
numerical ^jj+atrb+++=numerical
operations ^nns+nom+++=operations),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
color ^nn++++=color-naming
- ^zz++++=EXTRAWORD
naming ^vbg+++xvbg+=EXTRAWORD
speed ^nn++++=speed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
verbal ^jj+atrb+++=verbal
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
preschool ^nn+++??+=preschool
children ^nns++++=children
from ^in++++=from
Cienfuegos ^np+++??+=Cienfuegos
demonstrated ^vbd+vprv++xvbn+=demonstrated
better ^jjr+atrb+++=better
performance ^nn+nom+++=performance
in ^in++++=in
picture ^nn++++=picture-naming
- ^zz++++=EXTRAWORD
naming ^vbg+++xvbg+=EXTRAWORD
speed ^nn++++=speed
and ^cc++++=and
visual ^jj+atrb+++=visual
memory ^nn++++=memory.
. ^zz++++=EXTRAWORD
Additionally ^np+++??+=Additionally,
, ^zz++++=EXTRAWORD
significant ^jj+atrb+++=significant
differences ^nns+nom+++=differences
in ^in++++=in
intellectual ^jj+atrb+++=intellectual
performance ^nn+nom+++=performance
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbn+=observed
between ^in++++=between
the ^ati++++=the
two ^cd++++=two
groups ^nns++++=groups.
. ^zz++++=EXTRAWORD
