A ^at++++=A
coding ^jj+atrb++xvbg+=coding
scheme ^nn++++=scheme
was ^vbd+bedz+aux++=was
developed ^vpsv++agls+xvbnx+=developed
based ^vbd+++xvbn+=based
on ^in++++=on
established ^vbd+vprv++xvbn+=established
literature ^nn++++=literature
and ^cc++++=and
consisted ^vpsv++agls+xvbn+=consisted
of ^in++++=of
ten ^cd++++=ten
codes ^nns++++=codes
pertinent ^jj++++=pertinent
to ^in++++=to
dialogic ^jj+atrb+++=dialogic
classroom ^nn++++=classroom
talk ^nn++++=talk
at ^rb++++=at
the ^ati++++=the
utterance ^nn+nom+++=utterance
level ^nn++++=level.
. ^zz++++=EXTRAWORD
The ^ati++++=The
scheme ^nn++++=scheme
included ^vbd+++xvbn+=included
ten ^cd++++=ten
categories ^nns++++=categories
organized ^vbd+++xvbn+=organized
into ^in++++=into
three ^cd++++=three
contexts ^nns++++=contexts
content ^nn++++=content,
, ^zz++++=EXTRAWORD
task ^nn++++=task,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
off ^rp+pl+++=off-topic
- ^zz++++=EXTRAWORD
topic ^nn++++=EXTRAWORD
which ^whp+rel+subj++=which
serve ^vb++++=serve
to ^to++++=to
differentiate ^nn+nom+++=differentiate
the ^ati++++=the
tenor ^nn++++=tenor
of ^in++++=of
each ^dt++++=each
utterance ^nn+nom+++=utterance.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
the ^ati++++=the
codes ^nns++++=codes
allow ^vb++++=allow
for ^in+ppvb+++=for
the ^ati++++=the
classification ^nn+nom+++=classification
of ^in++++=of
utterances ^nns+nom+++=utterances
as ^ql++++=as
either ^dtx++++=either
related ^jj+++xvbn+=related
to ^in++++=to
the ^ati++++=the
content ^nn++++=content
of ^in++++=of
the ^ati++++=the
task ^nn++++=task
( ^zz++++=(i.e.,
i.e ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
topic ^nn++++=topic
under ^in++++=under
discussion ^nn++++=discussion),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
related ^j+++xvbn+=related
to ^in++++=to
task ^nn++++=task
procedures ^nns++++=procedures
or ^cc++++=or
classroom ^nn++++=classroom
management ^nn+nom+++=management,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
as ^in++++=as
off ^rp+pl+++=off-topic,
- ^zz++++=EXTRAWORD
topic ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
referring ^vbg+++xvbg+=referring
to ^to++++=to
talk ^vbi++++=talk
that ^dt+pdem+++=that
is ^vbz+bez+aux++=is
not ^xnot++not++=not
focused ^vbd+++xvbn+=focused
on ^in++++=on
either ^dtx++++=either
content ^nn++++=content
or ^cc++++=or
task ^nn++++=task
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
table ^nn++++=Table
1 ^zz++++=1).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
