The ^ati++++=The
internal ^jj+atrb+++=internal
consistency ^nn++++=consistency
of ^in++++=of
the ^ati++++=the
final ^jj+atrb+++=final
instrument ^nn+nom+++=instrument
was ^vbd+bedz+aux++=was
demonstrated ^vpsv++by+xvbnx+=demonstrated
by ^in++++=by
a ^at++++=a
Cronbach ^np++++=Cronbach's
's ^$++++=EXTRAWORD
alpha ^nn++++=alpha
of ^in+strn+++=of
. ^zz++++=.85.
85 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
each ^dt++++=each
item ^nn++++=item
was ^vbd+bedz+aux++=was
individually ^rb++splt++=individually
removed ^vpsv++agls+xvbnx+=removed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
resulting ^jj+atrb++xvbg+=resulting
alpha ^nn++++=alpha
values ^nns++++=values
ranged ^vbd+++xvbn+=ranged
from ^in+strn+++=from
. ^zz++++=.83
83 ^cd++++=EXTRAWORD
to ^in+strn+++=to
. ^zz++++=.86.
86 ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
