The ^ati++++=The
conditions ^nns+nom+++=conditions
on ^in++++=on
the ^ati++++=the
ships ^nns++++=ships
transporting ^vwbg+++xvbg+=transporting
Africans ^nns+nom+++=Africans
from ^in++++=from
Africa ^np++++=Africa
to ^in++++=to
Brazil ^np++++=Brazil
were ^vbd+bed+vrb++=were
extremely ^rb+amp+++=extremely
harsh ^jj+pred+++=harsh,
, ^zz++++=EXTRAWORD
resulting ^vbg+++xvbg+=resulting
in ^in++++=in
the ^ati++++=the
death ^nn++++=death
of ^in++++=of
approximately ^rb+down+++=approximately
10 ^cd++++=10%
% ^zz++++=EXTRAWORD
of ^in++++=of
those ^dt+dem+++=those
on ^in++++=on
board ^nn++++=board
( ^zz++++=(Cohn,
cohn ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
1985 ^cd+date+++=1985;
; ^zz++++=EXTRAWORD
see ^vb+vprv+++=see
also ^rb++++=also
Alencastro ^np+++??+=Alencastro,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Upon ^in++++=Upon
arrival ^nn++++=arrival,
, ^zz++++=EXTRAWORD
enslaved ^jj+atrb++xvbn+=enslaved
individuals ^nns+nom+++=individuals
were ^vbd+bed+aux++=were
deliberately ^rb++splt++=deliberately
separated ^vpsv++agls+xvbnx+=separated
from ^in++++=from
others ^aps++++=others
who ^whp+rel+subj++=who
spoke ^vbd+++xvbn+=spoke
the ^ati++++=the
same ^ap++++=same
language ^nn+nom+++=language
to ^to++++=to
prevent ^vbi++++=prevent
communication ^nn+nom+++=communication
among ^in++++=among
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
subsequently ^rb+tm+++=subsequently
became ^vbd+++xvbn+=became
the ^ati++++=the
primary ^jj+atrb+++=primary
labor ^nn++++=labor
force ^nn++++=force,
, ^zz++++=EXTRAWORD
initially ^rb+tm+++=initially
working ^jj+++xvbg+=working
on ^in++++=on
sugarcane ^nn+++??+=sugarcane
and ^cc++++=and
cotton ^nn++++=cotton
plantations ^nns+nom+++=plantations,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
later ^rbr+tm+++=later
in ^in++++=in
mines ^nns++++=mines
and ^cc++++=and
on ^in++++=on
coffee ^nn++++=coffee
plantations ^nns+nom+++=plantations.
. ^zz++++=EXTRAWORD
