A ^at++++=A
total ^nn++++=total
of ^in++++=of
six ^cd++++=six
classes ^nns++++=classes
and ^cc++++=and
two ^cd++++=two
workshops ^nns++++=workshops
were ^vbd+bed+aux++=were
observed ^vpsv++agls+xvbnx+=observed,
, ^zz++++=EXTRAWORD
each ^dt++++=each
comprising ^jj+atrb++xvbg+=comprising
distinct ^jj+atrb+++=distinct
phases ^nns++++=phases.
. ^zz++++=EXTRAWORD
In ^in++++=In
Sandro ^np+++??+=Sandro
s ^zz++++=s
classes ^nns++++=classes,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
some ^dti++++=some
variations ^nns+nom+++=variations
were ^vbd+bed+aux++=were
present ^vb++++=present,
, ^zz++++=EXTRAWORD
the ^ati++++=the
phases ^nns++++=phases
can ^md+pos+++=can
be ^vb+be+aux++=be
summarized ^vpsv++agls+xvbn+=summarized
as ^ql++++=as
follows ^vbz+vprv+++=follows:
: ^zz++++=EXTRAWORD
