A ^at++++=A
potential ^jj+atrb+++=potential
implication ^nn+nom+++=implication
of ^in++++=of
our ^pp$+pp1+++=our
study ^nn++++=study
is ^vbz+bez+vrb++=is
the ^ati++++=the
development ^nn+nom+++=development
of ^in++++=of
strategies ^nns+++??+=strategies
to ^to++++=to
enhance ^nn+nom+++=enhance
language ^nn+nom+++=language
learning ^vwbg+++xvbg+=learning
opportunities ^nns+nom+++=opportunities
within ^in++++=within
capoeira ^nn+++??+=capoeira
by ^in++++=by
incorporating ^xvbg+++xvbg+=incorporating
pedagogical ^jj+atrb+++=pedagogical
approaches ^nns++++=approaches
that ^tht+rel+subj++=that
render ^vb++++=render
these ^dt+dem+++=these
opportunities ^nns+nom+++=opportunities
more ^rbr++++=more
systematic ^jj++++=systematic
and ^cc+phrs+++=and
accessible ^jj++++=accessible.
. ^zz++++=EXTRAWORD
The ^ati++++=The
transition ^nn+nom+++=transition
from ^in++++=from
initial ^jj+atrb+++=initial
language ^nn+nom+++=language
exposure ^nn++++=exposure
to ^in++++=to
successful ^jj+atrb+++=successful
language ^nn+nom+++=language
acquisition ^nn+nom+++=acquisition
is ^vbz+bez+aux++=is
often ^rb++splt++=often
facilitated ^vpsv++by+xvbnx+=facilitated
by ^in++++=by
individual ^jj+atrb+++=individual
initiative ^nn++++=initiative,
, ^zz++++=EXTRAWORD
with ^in++++=with
learners ^nns+nom+++=learners
seeking ^vwbg+++xvbg+=seeking
out ^rp+pl+++=out
additional ^jj+atrb+++=additional
resources ^nns++++=resources.
. ^zz++++=EXTRAWORD
Various ^jj+atrb+++=Various
materials ^nns+nom+++=materials
are ^vb+ber+vrb++=are
available ^jj+pred+++=available
to ^to++++=to
support ^vbi++++=support
this ^dt+dem+++=this
process ^nns+nom+++=process,
, ^zz++++=EXTRAWORD
such ^abl++++=such
as ^in++++=as
" ^zz++++="Portuguese
portuguese ^nn+nom+++=EXTRAWORD
for ^in++++=for
Capoeiristas ^np+++??+=Capoeiristas"
" ^zz++++=EXTRAWORD
( ^zz++++=(Whyatt,
whyatt ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Barberis ^np+++??+=Barberis,
, ^zz++++=EXTRAWORD
& ^zz++++=&
Paschoal ^np+nom++??+=Paschoal,
, ^zz++++=EXTRAWORD
2020 ^cd++++=2020),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
offers ^vbz++++=offers
instruction ^nn+nom+++=instruction
in ^in++++=in
essential ^jj+atrb+++=essential
vocabulary ^nn+nom+++=vocabulary,
, ^zz++++=EXTRAWORD
verbs ^nns++++=verbs,
, ^zz++++=EXTRAWORD
phrases ^nns++++=phrases,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
grammar ^nn++++=grammar
through ^in++++=through
16 ^cd++++=16
lessons ^nns++++=lessons
centered ^vbd+++xvbn+=centered
on ^in++++=on
popular ^jj+atrb+++=popular
capoeira ^nn+++??+=capoeira
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
is ^vbz+bez+vrb++=is
accessible ^jj+pred+++=accessible
both ^abx++++=both
online ^nn+++??+=online
and ^cc++++=and
in ^in++++=in
print ^nn++++=print.
. ^zz++++=EXTRAWORD
However ^rb+cnj+++=However,
, ^zz++++=EXTRAWORD
from ^in++++=from
our ^pp$+pp1+++=our
perspective ^nn++++=perspective,
, ^zz++++=EXTRAWORD
Capoeira ^np+++??+=Capoeira
as ^in++++=as
an ^at++++=an
Additional ^jj+atrb+++=Additional
Language ^nn+nom+++=Language
encompasses ^vbz++++=encompasses
not ^xnot++not++=not
only ^rb+down+++=only
the ^ati++++=the
acquisition ^nn+nom+++=acquisition
of ^in++++=of
Portuguese ^nn+nom+++=Portuguese
specifically ^rb+cnj+++=specifically,
, ^zz++++=EXTRAWORD
an ^at++++=an
Afro ^np+++??+=Afro-Brazilian
- ^zz++++=EXTRAWORD
brazilian ^jj+atrb+++=EXTRAWORD
variety ^nn++++=variety
but ^cc++++=but
also ^rb++++=also
the ^ati++++=the
embodied ^jj+atrb++xvbn+=embodied
practice ^nn++++=practice
of ^in++++=of
capoeira ^nn+++??+=capoeira
itself ^ppl++++=itself,
, ^zz++++=EXTRAWORD
of ^in++++=of
which ^whp+rel+pied++=which
language ^nn+nom+++=language
is ^vbz+bez+vrb++=is
a ^at++++=a
crucial ^jj++++=crucial,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
exclusive ^jj++++=exclusive,
, ^zz++++=EXTRAWORD
component ^nn++++=component.
. ^zz++++=EXTRAWORD
