Although ^cs+con+++=Although
comparable ^jj+atrb+++=comparable
empirical ^jj+atrb+++=empirical
studies ^nns++++=studies
have ^vb+hv+aux++=have
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
identified ^vpsv++agls+xvbnx+=identified,
, ^zz++++=EXTRAWORD
existing ^jj+atrb++xvbg+=existing
research ^nn++++=research
suggests ^vbz+vpub+++=suggests
that ^tht+vcmp+++=that
teachers ^nns+nom+++=teachers
in ^in++++=in
foundational ^jj+atrb+++=foundational
subject ^nn++++=subject
areas ^nns++++=areas
demonstrate ^nn+nom+++=demonstrate
greater ^jjr+atrb+++=greater
emotional ^jj+atrb+++=emotional
awareness ^nns+nom+++=awareness
and ^cc++++=and
a ^at++++=a
broader ^jjr+atrb+++=broader
emotional ^jj+atrb+++=emotional
repertoire ^nn++++=repertoire.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
increased ^jj+atrb++xvbn+=increased
emotional ^jj+atrb+++=emotional
competence ^nn+nom+++=competence
appears ^vbz+seem+++=appears
to ^to+vcmp+++=to
facilitate ^nn+nom+++=facilitate
a ^at++++=a
more ^rbr++++=more
purposeful ^jj++++=purposeful
and ^cc++++=and
outcome ^nn++++=outcome-oriented
- ^zz++++=EXTRAWORD
oriented ^jj+atrb++xvbn+=EXTRAWORD
response ^nn++++=response
to ^in++++=to
professional ^jj+atrb+++=professional
demands ^nns++++=demands
( ^zz++++=(Gross,
gross ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2014 ^cd++++=2014).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Supporting ^vbg+++xvbg+=Supporting
this ^dt+dem+++=this
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
Castej ^np+++??+=Castej
n ^zz++++=n,
, ^zz++++=EXTRAWORD
Cantero ^np+++??+=Cantero,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
P ^zz++++=P
rez ^nn+++??+=rez
( ^zz++++=(2010)
2010 ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
report ^vb++++=report
that ^tht+vcmp+++=that
professionals ^nns+nom+++=professionals
trained ^vbd+++xvbn+=trained
in ^in++++=in
technology ^nn++++=technology-related
- ^zz++++=EXTRAWORD
related ^xvbn+++xvbn+=EXTRAWORD
fields ^nns++++=fields
tend ^vb++++=tend
to ^to+vcmp+++=to
pay ^vbi++++=pay
less ^rbr++++=less
attention ^nn+nom+++=attention
to ^in++++=to
emotions ^nns+nom+++=emotions
compared ^vbd+++xvbn+=compared
to ^in++++=to
those ^dt+dem+++=those
in ^in++++=in
disciplines ^nns++++=disciplines
such ^abl++++=such
as ^ql++++=as
social ^jj+atrb+++=social
sciences ^nns+nom+++=sciences,
, ^zz++++=EXTRAWORD
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
humanities ^nns+nom+++=humanities.
. ^zz++++=EXTRAWORD
