The ^ati++++=The
economic ^jj+atrb+++=economic
distribution ^nn+nom+++=distribution
of ^in++++=of
Juojs ^np+++??+=JUOJS
was ^vbd+bedz+aux++=was
examined ^vpsv++agls+xvbnx+=examined
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
four ^cd++++=four
World ^nn++++=World
Bank ^nn++++=Bank
income ^nn++++=income
groups ^nns++++=groups
( ^zz++++=(Figure
figure ^nn++++=EXTRAWORD
4 ^zz++++=4).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Based ^xvbn+++xvbn+=Based
on ^in++++=on
gross ^jj+atrb+++=gross
national ^jj+atrb+++=national
income ^nn++++=income
( ^zz++++=(GNI)
gni ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
per ^nnu++++=per
capita ^nn+++??+=capita,
, ^zz++++=EXTRAWORD
81.1 ^cd++++=81.1%
% ^zz++++=EXTRAWORD
of ^in++++=of
Juojs ^np+++??+=JUOJS
are ^vb+ber+aux++=are
located ^vpsv++agls+xvbnx+=located
in ^in++++=in
middle ^jjb++++=middle-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
27 ^cd++++=27
low ^jj++++=low-income
- ^zz++++=EXTRAWORD
income ^nn++++=EXTRAWORD
countries ^nns++++=countries
account ^nn++++=account
for ^in++++=for
only ^rb+down+++=only
53 ^cd++++=53
Juojs ^np+++??+=JUOJS
( ^zz++++=(0.2%).
0.2% ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Overall ^jjb++++=Overall,
, ^zz++++=EXTRAWORD
81.6 ^cd++++=81.6%
% ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
journals ^nns+nom+++=journals
originate ^nn+nom+++=originate
from ^in++++=from
countries ^nns++++=countries
classified ^vwbn+++xvbn+=classified
by ^in++++=by
national ^jj+atrb+++=national
income ^nn++++=income
as ^in++++=as
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
Global ^jj+atrb+++=Global
South ^nr+pl+++=South
( ^zz++++=(Haug,
haug ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2021 ^cd++++=2021).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
From ^in++++=From
a ^at++++=a
geopolitical ^jj+atrb+++=geopolitical
standpoint ^nn++++=standpoint,
, ^zz++++=EXTRAWORD
using ^vbg+++xvbg+=using
the ^ati++++=the
five ^cd++++=five
United ^jj+atrb+++=United
Nations ^nns+nom+++=Nations
Regional ^jj+atrb+++=Regional
Groups ^nns++++=Groups,
, ^zz++++=EXTRAWORD
78.1 ^cd++++=78.1%
% ^zz++++=EXTRAWORD
of ^in++++=of
Juojs ^np+++??+=JUOJS
are ^vb+ber+aux++=are
situated ^vpsv++agls+xvbnx+=situated
in ^in++++=in
three ^cd++++=three
Un ^&fw++++=UN
regional ^jj+atrb+++=regional
groups ^nns++++=groups
commonly ^rb++++=commonly
associated ^vbd+++xvbn+=associated
with ^in++++=with
the ^ati++++=the
Global ^jj+atrb+++=Global
South ^nr+pl+++=South
( ^zz++++=(Dados
dados ^nns+++??+=EXTRAWORD
& ^zz++++=&
Connell ^np+++??+=Connell,
, ^zz++++=EXTRAWORD
2012 ^cd++++=2012):
) ^zz++++=EXTRAWORD
: ^zz++++=EXTRAWORD
Asia ^np++++=Asia-Pacific
- ^zz++++=EXTRAWORD
pacific ^jj+atrb+++=EXTRAWORD
States ^np++++=States
( ^zz++++=(54.7%),
54.7% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
Latin ^jj++++=Latin
American ^jj++++=American
and ^cc++++=and
Caribbean ^np+nom++??+=Caribbean
States ^np++++=States
( ^zz++++=(21%),
21% ^cd++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
African ^jj+atrb+++=African
States ^np++++=States
 ^zz++++=(2.4%)
.4 ^np++++=EXTRAWORD
 ^zz++++=EXTRAWORD
	 ^zz++++=EXTRAWORD
 ^zz++++=(Figure
Figure ^np++++=EXTRAWORD
 ^zz++++=5).
	 ^zz++++=EXTRAWORD
 ^zz++++=EXTRAWORD
