As ^in++++=As
a ^at++++=a
further ^jjb++++=further,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
still ^rb+atrb+++=still
preliminary ^jj++++=preliminary,
, ^zz++++=EXTRAWORD
analysis ^nn++++=analysis
of ^in++++=of
citation ^nn+nom+++=citation
practices ^nns++++=practices
related ^vbd+++xvbn+=related
to ^in++++=to
Juojs ^np+++??+=JUOJS,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most-cited
- ^zz++++=EXTRAWORD
cited ^xvbn+++xvbn+=EXTRAWORD
articles ^nns++++=articles
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
Indonesian ^np+++??+=Indonesian,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Portuguese ^nn+nom+++=Portuguese
were ^vbd+bed+aux++=were
examined ^vpsv++agls+xvbnx+=examined
to ^to++++=to
determine ^vbi++++=determine
the ^ati++++=the
extent ^nn++++=extent
to ^to++++=to
which ^whp+who+++=which
they ^pp3a+pp3+++=they
are ^vb+ber+aux++=are
cited ^vpsv++by+xvbnx+=cited
by ^in++++=by
Juojs ^np+++??+=JUOJS
or ^cc++++=or
by ^in++++=by
other ^ap++++=other
publications ^nns+nom+++=publications.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
leading ^jj+++xvbg+=leading
English ^jj++++=English-language
- ^zz++++=EXTRAWORD
language ^nn+nom+++=EXTRAWORD
article ^nn++++=article,
, ^zz++++=EXTRAWORD
published ^j+++xvbn+=published
in ^in++++=in
the ^ati++++=the
Journal ^nn++++=Journal
of ^in++++=of
Statistical ^jj+atrb+++=Statistical
Software ^np+++??+=Software
and ^cc++++=and
cited ^vwbn+++xvbn+=cited
16,432 ^cd++++=16,432
times ^nns++++=times,
, ^zz++++=EXTRAWORD
95 ^cd++++=95%
% ^zz++++=EXTRAWORD
of ^in++++=of
citations ^nns+nom+++=citations
originate ^nn+nom+++=originate
from ^in++++=from
sources ^nns++++=sources
outside ^jjb++++=outside
Juojs ^np+++??+=JUOJS
( ^zz++++=(Table
table ^nn++++=EXTRAWORD
4 ^zz++++=4),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
indicating ^vbg+vprv++xvbg+=indicating
that ^tht+vcmp+++=that
the ^ati++++=the
journal ^nn++++=journal
contributes ^vbz++++=contributes
substantially ^rb++++=substantially
to ^in++++=to
the ^ati++++=the
broader ^jjr+atrb+++=broader
research ^nn++++=research
literature ^nn++++=literature.
. ^zz++++=EXTRAWORD
In ^in++++=In
contrast ^nn++++=contrast,
, ^zz++++=EXTRAWORD
the ^ati++++=the
most ^ql+emph+++=most-cited
- ^zz++++=EXTRAWORD
cited ^xvbn+++xvbn+=EXTRAWORD
articles ^nns++++=articles
in ^in++++=in
Indonesian ^np+++??+=Indonesian,
, ^zz++++=EXTRAWORD
published ^j+++xvbn+=published
in ^in++++=in
Jurnal ^np+++??+=Jurnal
Ekonomi ^np+++??+=Ekonomi
dan ^np++++=dan
Pendidikan ^np+nom++??+=Pendidikan,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
in ^in++++=in
Portuguese ^nn+nom+++=Portuguese,
, ^zz++++=EXTRAWORD
published ^j+++xvbn+=published
in ^in++++=in
Outra ^np+++??+=Outra
Travessia ^np+++??+=Travessia,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
lower ^jjr+atrb+++=lower
citation ^nn+nom+++=citation
counts ^vbz++++=counts
( ^zz++++=(1,321
1,321 ^cd++++=EXTRAWORD
and ^cc++++=and
1,408 ^cd++++=1,408,
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively),
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
significantly ^rb++++=significantly
higher ^jjr+atrb+++=higher
proportion ^nn+nom+++=proportion
of ^in++++=of
citations ^nns+nom+++=citations
coming ^vwbg+++xvbg+=coming
from ^in++++=from
Juojs ^np+++??+=JUOJS
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Specifically ^rb+cnj+++=Specifically,
, ^zz++++=EXTRAWORD
73.2 ^cd++++=73.2%
% ^zz++++=EXTRAWORD
of ^in++++=of
citations ^nns+nom+++=citations
to ^in++++=to
the ^ati++++=the
leading ^jj+++xvbg+=leading
Indonesian ^np+++??+=Indonesian
article ^nn++++=article
and ^cc++++=and
77.7 ^cd++++=77.7%
% ^zz++++=EXTRAWORD
of ^in++++=of
citations ^nns+nom+++=citations
to ^in++++=to
the ^ati++++=the
leading ^jj+atrb++xvbg+=leading
Portuguese ^nn+nom+++=Portuguese
article ^nn++++=article
are ^vb+ber+vrb++=are
from ^in++++=from
Juojs ^np+++??+=JUOJS,
, ^zz++++=EXTRAWORD
suggesting ^vbg+vpub++xvbg+=suggesting
a ^at++++=a
more ^rbr++++=more
central ^jj+atrb+++=central
role ^nn++++=role
for ^in++++=for
Juojs ^np+++??+=JUOJS
in ^in++++=in
scholarly ^jj+atrb+++=scholarly
communication ^nn+nom+++=communication
within ^in++++=within
these ^dt+dem+++=these
languages ^nns+nom+++=languages,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
approximately ^rb+down+++=approximately
one ^cd1++++=one-fifth
- ^zz++++=EXTRAWORD
fifth ^od++++=EXTRAWORD
of ^in++++=of
citations ^nns+nom+++=citations
still ^rb++++=still
originate ^nn+nom+++=originate
from ^in++++=from
other ^ap++++=other
sources ^nns++++=sources.
. ^zz++++=EXTRAWORD
Further ^jjb+atrb+++=Further
systematic ^jj+atrb+++=systematic
research ^nn++++=research
is ^vbz+bez+aux++=is
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
better ^vb++++=better
understand ^vb+vprv+++=understand
these ^dt+dem+++=these
patterns ^nns++++=patterns
of ^in++++=of
citation ^nn+nom+++=citation
and ^cc++++=and
their ^pp$+pp3+++=their
implications ^nns+nom+++=implications
for ^in++++=for
scholarly ^jj+atrb+++=scholarly
communication ^nn+nom+++=communication,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
will ^md+prd+++=will
be ^vb+be+aux++=be
addressed ^xvbn+++xvbn+=addressed
in ^in++++=in
future ^jjb+atrb+++=future
studies ^nns++++=studies.
. ^zz++++=EXTRAWORD
