The ^ati++++=The
instruments ^nns+nom+++=instruments
used ^vwbn+++xvbn+=used
include ^vb++++=include
the ^ati++++=the
berimbau ^nn+++??+=berimbau,
, ^zz++++=EXTRAWORD
pandeiro ^nn+++??+=pandeiro
( ^zz++++=(tambourine),
tambourine ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
atabaque ^nn+++??+=atabaque
( ^zz++++=(drum),
drum ^nn++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
agog ^jj++++=agog
( ^zz++++=(cowbells),
cowbells ^nns++++=EXTRAWORD
) ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reco ^nn++++=reco-reco.
- ^zz++++=EXTRAWORD
reco. ^nn++++=EXTRAWORD
