The ^ati++++=The
approach ^nn++++=approach
adopted ^vbd+++xvbn+=adopted
in ^in++++=in
this ^dt+dem+++=this
study ^nn++++=study
is ^vbz+bez+vrb++=is
research ^nn++++=research-driven
- ^zz++++=EXTRAWORD
driven ^vbd+++xvbn+=EXTRAWORD
rather ^rb++++=rather
than ^in++++=than
curriculum ^nn++++=curriculum-driven,
- ^zz++++=EXTRAWORD
driven ^vbd+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
beginning ^vbg+++xvbg+=beginning
with ^in++++=with
ethnographic ^jj+atrb+++=ethnographic
research ^nn++++=research
into ^in++++=into
capoeira ^nn+++??+=capoeira
that ^tht+rel+subj++=that
utilizes ^vbz++++=utilizes
participant ^nn+nom+++=participant
observation ^nn+nom+++=observation
as ^cc++++=as
well ^rb++++=well
as ^cc"++++=as
audio ^nn+++??+=audio
and ^cc++++=and
video ^nn+++??+=video
recordings ^nns++++=recordings,
, ^zz++++=EXTRAWORD
following ^jj+++xvbg+=following
the ^ati++++=the
principles ^nns++++=principles
of ^in++++=of
linguistic ^jj+atrb+++=linguistic
ethnography ^nn+++??+=ethnography
( ^zz++++=(cf.
cf ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Snell ^np+++??+=Snell,
, ^zz++++=EXTRAWORD
Copland ^np+++??+=Copland,
, ^zz++++=EXTRAWORD
& ^zz++++=&
Shaw ^np++++=Shaw,
, ^zz++++=EXTRAWORD
2015 ^cd++++=2015).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
addition ^nn+nom+++=addition,
, ^zz++++=EXTRAWORD
a ^at++++=a
translanguaging ^jj+atrb++xvbg+=translanguaging
framework ^nn++++=framework
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
employed ^vpsv++agls+xvbnx+=employed
( ^zz++++=(Baynham
baynham ^nn+++??+=EXTRAWORD
& ^zz++++=&
Lee ^nn++++=Lee,
, ^zz++++=EXTRAWORD
2018 ^cd++++=2018)
) ^zz++++=EXTRAWORD
to ^in++++=to
analyze ^nn+++??+=analyze
the ^ati++++=the
various ^jj+atrb+++=various
communicative ^jj+atrb+++=communicative
modalities ^nns+nom+++=modalities
that ^tht+rel+subj++=that
constitute ^vb++++=constitute
the ^ati++++=the
capoeira ^nn+++??+=capoeira
spatial ^jj+atrb+++=spatial
repertoire ^nn++++=repertoire,
, ^zz++++=EXTRAWORD
including ^in++++=including
verbal ^jj++++=verbal,
, ^zz++++=EXTRAWORD
gestural ^jj++++=gestural,
, ^zz++++=EXTRAWORD
embodied ^xvbn+++xvbn+=embodied,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
musical ^jj+atrb+++=musical
forms ^nns++++=forms,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
to ^to++++=to
examine ^vbi++++=examine
their ^pp$+pp3+++=their
interaction ^nn+nom+++=interaction
at ^in++++=at
different ^jj+atrb+++=different
stages ^nns++++=stages
of ^in++++=of
the ^ati++++=the
session ^nn++++=session.
. ^zz++++=EXTRAWORD
By ^in++++=By
employing ^xvbg+++xvbg+=employing
a ^at++++=a
translanguaging ^jj+atrb++xvbg+=translanguaging
perspective ^nn++++=perspective,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
study ^nn++++=study
recognizes ^vbz+vprv+++=recognizes
that ^tht+vcmp+++=that
named ^xvbn+++xvbn+=named
languages ^nns+nom+++=languages
such ^abl++++=such
as ^ql++++=as
Portuguese ^nn+nom+++=Portuguese
or ^cc++++=or
English ^nn++++=English
represent ^vb++++=represent
only ^rb+down+++=only
one ^cd1++++=one
component ^nn++++=component
among ^in++++=among
the ^ati++++=the
multiple ^jj+atrb+++=multiple
modalities ^nns+nom+++=modalities
integrated ^vwbn+++xvbn+=integrated
in ^in++++=in
capoeira ^nn+++??+=capoeira
practice ^nn++++=practice.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
Sandro ^np+++??+=Sandro
has ^vbz+hvz+aux++=has
highlighted ^vprf+++xvbnx+=highlighted
the ^ati++++=the
presence ^nn+nom+++=presence
of ^in++++=of
African ^jj+atrb+++=African
elements ^nns+nom+++=elements
within ^in++++=within
each ^dt++++=each
modality ^nn+nom+++=modality,
, ^zz++++=EXTRAWORD
including ^in++++=including
influences ^nns+nom+++=influences
from ^in++++=from
languages ^nns+nom+++=languages
such ^abl++++=such
as ^ql++++=as
Yoruba ^np+++??+=Yoruba,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
further ^jjb++++=further
contribute ^vb++++=contribute
to ^in++++=to
the ^ati++++=the
distinctively ^rb++++=distinctively
afro ^np++++=Afro-Brazilian
- ^zz++++=EXTRAWORD
brazilian ^jj+atrb+++=EXTRAWORD
synthesis ^nn++++=synthesis
characteristic ^nn++++=characteristic
of ^in++++=of
capoeira ^nn++++=capoeira.
. ^zz++++=EXTRAWORD
