A ^at++++=A
widely ^rb++++=widely
endorsed ^vbd+++xvbn+=endorsed
principle ^nn++++=principle
among ^in++++=among
archivists ^nns+nom+++=archivists
is ^vbz+bez+vrb++=is
to ^to++++=to
" ^zz++++="archive
archive ^jj++++=EXTRAWORD
early ^jj++++=early
and ^cc++++=and
archive ^nn++++=archive
often ^rb++++=often."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Many ^ap++++=Many
language ^nn+nom+++=language
archives ^nn++++=archives
advocate ^nn+nom+++=advocate
for ^in++++=for
progressive ^jj+atrb+++=progressive
or ^cc+phrs+++=or
incremental ^jj+atrb+++=incremental
archiving ^nvbg+++xvbg+=archiving,
, ^zz++++=EXTRAWORD
whereby ^cs+sub+++=whereby
researchers ^nns+nom+++=researchers
or ^cc++++=or
research ^nn++++=research
teams ^nns++++=teams
submit ^vb+vpub+++=submit
primary ^jj+atrb+++=primary
data ^nns++++=data
such ^abl++++=such
as ^ql++++=as
audio ^vb+++??+=audio
and ^cc++++=and
video ^nn+++??+=video
recordings ^nns++++=recordings
and ^cc++++=and
photographs ^nns++++=photographs
together ^nn+nom+++=together
with ^in++++=with
relevant ^jj+atrb+++=relevant
metadata ^nn+++??+=metadata
( ^zz++++=(including
including ^in++++=EXTRAWORD
participant ^nn+nom+++=participant
names ^nns++++=names,
, ^zz++++=EXTRAWORD
dates ^nns++++=dates,
, ^zz++++=EXTRAWORD
locations ^nns+nom+++=locations,
, ^zz++++=EXTRAWORD
languages ^nns+nom+++=languages
used ^vwbn+++xvbn+=used,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
contextual ^jj+atrb+++=contextual
descriptions ^nns+nom+++=descriptions)
) ^zz++++=EXTRAWORD
to ^in++++=to
a ^at++++=a
digital ^jj+atrb+++=digital
repository ^nn++++=repository
as ^in++++=as
soon ^rb+tm+++=soon
as ^in++++=as
possible ^nn++++=possible
after ^in++++=after
the ^ati++++=the
creation ^nn+nom+++=creation
of ^in++++=of
the ^ati++++=the
media ^nn++++=media
files ^nns++++=files
( ^zz++++=(see
see ^vb+vprv+++=EXTRAWORD
step ^nn++++=step
1 ^zz++++=1
in ^in++++=in
Figure ^nn++++=Figure
3 ^zz++++=3).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Secondary ^jj+atrb+++=Secondary
data ^nns++++=data,
