A ^at++++=A
comparison ^nn++++=comparison
between ^in++++=between
the ^ati++++=the
forms ^nns++++=forms
of ^in++++=of
collaboration ^nn+nom+++=collaboration
observed ^vbd+++xvbn+=observed
in ^in++++=in
Oliva ^np+++??+=OLIVA
and ^cc++++=and
those ^dt+dem+++=those
documented ^jj+++xvbn+=documented
in ^in++++=in
other ^ap++++=other
databases ^nns+++??+=databases
reveals ^nns+nom+++=reveals
that ^tht+vcmp+++=that
international ^jj+atrb+++=international
collaboration ^nn+nom+++=collaboration
among ^in++++=among
authors ^nns++++=authors
from ^in++++=from
these ^dt+dem+++=these
countries ^nns++++=countries
is ^vbz+bez+vrb++=is
generally ^rb+down+++=generally
higher ^jjr+pred+++=higher
and ^cc++++=and
has ^vbz+hvz+aux++=has
been ^vprf+ben+aux+xvbnx+=been
increasing ^vbg+++xvbgx+=increasing
over ^in++++=over
time ^nn++++=time.
. ^zz++++=EXTRAWORD
Scopus ^np+++??+=SCOPUS
data ^nns++++=data
indicate ^nn+nom+++=indicate
that ^tht+vcmp+++=that,
, ^zz++++=EXTRAWORD
in ^in++++=in
2011 ^cd++++=2011,
, ^zz++++=EXTRAWORD
23.9 ^cd++++=23.9%
% ^zz++++=EXTRAWORD
of ^in++++=of
articles ^nns++++=articles
with ^in++++=with
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
Brazilian ^jj+atrb+++=Brazilian
author ^nn++++=author
involved ^vbd+++xvbn+=involved
some ^dti++++=some
form ^nn++++=form
of ^in++++=of
international ^jj+atrb+++=international
collaboration ^nn+nom+++=collaboration;
; ^zz++++=EXTRAWORD
this ^dt+dem+++=this
proportion ^nn+nom+++=proportion
rose ^vbd+++xvbn+=rose
to ^to++++=to
29.6 ^cd++++=29.6%
% ^zz++++=EXTRAWORD
in ^in++++=in
2015 ^cd++++=2015
and ^cc++++=and
reached ^vbd+++xvbn+=reached
36.1 ^cd++++=36.1%
% ^zz++++=EXTRAWORD
in ^in++++=in
2020 ^cd++++=2020.
. ^zz++++=EXTRAWORD
For ^in++++=For
Argentina ^np++++=Argentina,
, ^zz++++=EXTRAWORD
the ^ati++++=the
corresponding ^jj+atrb++xvbg+=corresponding
figures ^nns++++=figures
for ^in++++=for
the ^ati++++=the
same ^ap++++=same
years ^nns++++=years
were ^vbd+bed+vrb++=were
40.4 ^cd++++=40.4%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
42.8 ^cd++++=42.8%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
49.9 ^cd++++=49.9%,
% ^zz++++=EXTRAWORD
, ^zz++++=EXTRAWORD
respectively ^rb++++=respectively.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
should ^md+nec+++=should
also ^rb++++=also
be ^vb+be+aux++=be
noted ^vpsv++agls+xvbnx+=noted
that ^tht+vcmp+++=that
Brazil ^np++++=Brazil
s ^zz++++=s
overall ^jjb+atrb+++=overall
contribution ^nn+nom+++=contribution
to ^in++++=to
scientific ^jj+atrb+++=scientific
output ^nn++++=output
in ^in++++=in
the ^ati++++=the
region ^nn++++=region
is ^vbz+bez+vrb++=is
substantially ^rb++++=substantially
greater ^jjr+pred+++=greater
than ^cs+sub+++=than
that ^dt+dem+++=that
of ^in++++=of
other ^ap++++=other
Latin ^jj+atrb+++=Latin
American ^jj+atrb+++=American
countries ^nns++++=countries,
, ^zz++++=EXTRAWORD
with ^in++++=with
articles ^nns++++=articles
by ^in++++=by
Brazilian ^jj+atrb+++=Brazilian
authors ^nns++++=authors
accounting ^vwbg+++xvbg+=accounting
for ^in++++=for
48 ^cd++++=48%
% ^zz++++=EXTRAWORD
of ^in++++=of
all ^abn++++=all
documents ^nns+nom+++=documents
produced ^vbd+++xvbn+=produced
in ^in++++=in
Latin ^jj+atrb+++=Latin
America ^np++++=America
Between ^in++++=between
996 ^cd+date+++=1996
And ^cc++++=and
020 ^cd++++=2020,
 ^zz++++=EXTRAWORD
According ^in++++=according
To ^in++++=to
Scopus ^np++++=SCOPUS.
 ^zz++++=EXTRAWORD
