Although ^cs+con+++=Although
Portuguese ^nn+nom+++=Portuguese
is ^vbz+bez+vrb++=is
the ^ati++++=the
primary ^jj+atrb+++=primary
language ^nn+nom+++=language
of ^in++++=of
instruction ^nn+nom+++=instruction
in ^in++++=in
Brazilian ^jj+atrb+++=Brazilian
universities ^nns+nom+++=universities,
, ^zz++++=EXTRAWORD
the ^ati++++=the
increasing ^jj+atrb++xvbg+=increasing
influence ^nn+nom+++=influence
of ^in++++=of
globalization ^nn+nom+++=globalization
has ^vbz+hvz+aux++=has
led ^vprf+++xvbnx+=led
to ^in++++=to
a ^at++++=a
growing ^jj+atrb++xvbg+=growing
requirement ^nn+nom+++=requirement
for ^in++++=for
students ^nns++++=students
to ^to++++=to
read ^vbn+vprv++xvbn+=read
and ^cc+phrs+++=and
write ^vb++++=write
in ^in++++=in
English ^nn++++=English,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
functions ^nns+nom+++=functions
as ^in++++=as
the ^ati++++=the
academic ^jj+atrb+++=academic
lingua ^nn+++??+=lingua
franca ^np++++=franca
( ^zz++++=(Ferreira
ferreira ^nn+++??+=EXTRAWORD
& ^zz++++=&
Lousada ^np+++??+=Lousada,
, ^zz++++=EXTRAWORD
2016 ^cd++++=2016).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
For ^in++++=For
instance ^nn+nom+++=instance,
, ^zz++++=EXTRAWORD
applicants ^nns+nom+++=applicants
to ^in++++=to
computer ^nn+nom+++=computer
science ^nn+nom+++=science
graduate ^nn+nom+++=graduate
programs ^nns+++??+=programs
at ^rb++++=at
most ^ql+emph+++=most
public ^jj+atrb+++=public
universities ^nns+nom+++=universities
in ^in++++=in
Brazil ^np++++=Brazil
are ^vb+ber+aux++=are
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
pass ^vbi++++=pass
an ^at++++=an
English ^jj+atrb+++=English
proficiency ^nn++++=proficiency
examination ^nn+nom+++=examination
that ^tht+rel+subj++=that
assesses ^nns+nom+++=assesses
their ^pp$+pp3+++=their
ability ^nn+nom+++=ability
to ^in+ncmp+++=to
comprehend ^jj+atrb++??+=comprehend
academic ^jj+atrb+++=academic
texts ^nns++++=texts.
. ^zz++++=EXTRAWORD
Furthermore ^rb+cnj+++=Furthermore,
, ^zz++++=EXTRAWORD
after ^in++++=after
admission ^nn++++=admission,
, ^zz++++=EXTRAWORD
graduate ^nn+nom+++=graduate
students ^nns++++=students
are ^vb+ber+aux++=are
typically ^rb++splt++=typically
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
publish ^vbi++++=publish
at ^rb++++=at
least ^rb"++++=least
one ^cd1++++=one
article ^nn++++=article
in ^in++++=in
high ^jj++++=high-impact
- ^zz++++=EXTRAWORD
impact ^nn++++=EXTRAWORD
journals ^nns+nom+++=journals
as ^in++++=as
a ^at++++=a
condition ^nn+nom+++=condition
for ^in++++=for
obtaining ^xvbg+++xvbg+=obtaining
their ^pp$+pp3+++=their
postgraduate ^jjb+atrb+++=postgraduate
degree ^nn++++=degree
( ^zz++++=(Vieira,
vieira ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
2015a ^cd++++=2015a).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Nevertheless ^rb+cnj+++=Nevertheless,
, ^zz++++=EXTRAWORD
few ^ap++++=few
institutions ^nns+nom+++=institutions
provide ^vb+vsua+tht0++=provide
English ^jj+atrb+++=English
writing ^jj+atrb++xvbg+=writing
courses ^nns++++=courses
aimed ^vbd+++xvbn+=aimed
at ^rb++++=at
developing ^vbg+++xvbg+=developing
students ^nns++++=students
academic ^jj+atrb+++=academic
literacy ^nn+nom+++=literacy
skills ^nns++++=skills
( ^zz++++=(Aranha,
aranha ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
2009 ^cd++++=2009).
) ^zz++++=EXTRAWORD
. ^zz++++=EXTRAWORD
In ^in++++=In
response ^nn++++=response
to ^in++++=to
this ^dt+dem+++=this
gap ^nn++++=gap,
, ^zz++++=EXTRAWORD
online ^nn+++??+=online
courses ^nns++++=courses
in ^in++++=in
English ^nn++++=English
for ^in++++=for
Academic ^jj+atrb+++=Academic
Purposes ^nns++++=Purposes
( ^zz++++=(CEAP)
ceap ^nn+++??+=EXTRAWORD
) ^zz++++=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
proposed ^vpsv++agls+xvbnx+=proposed
as ^ql++++=as
a ^at++++=a
means ^nn++++=means
to ^to++++=to
offer ^vbi++++=offer
accessible ^jj+atrb+++=accessible
preparation ^nn+nom+++=preparation
for ^in++++=for
academic ^jj+atrb+++=academic
writing ^nn++++=writing
and ^cc++++=and
communication ^nn+nom+++=communication.
. ^zz++++=EXTRAWORD
